Run_ID,Base_SIR,Base_SINR,Base_PESQ_NB,Base_PESQ_WB,Base_STOI,Raw_SIR,Raw_SINR,Raw_PESQ_NB,Raw_PESQ_WB,Raw_STOI,Gauss_SIR,Gauss_SINR,Gauss_PESQ_NB,Gauss_PESQ_WB,Gauss_STOI,GAN_SIR,GAN_SINR,GAN_PESQ_NB,GAN_PESQ_WB,GAN_STOI
batch_test_000,-0.02,-2.17,1.147,1.020,0.735,18.11,5.43,1.611,1.130,0.798,15.01,5.03,1.594,1.135,0.794,N/A,N/A,N/A,N/A,N/A
batch_test_000,0.02,-2.09,1.377,1.053,0.636,25.18,10.02,2.156,1.476,0.777,18.86,9.72,2.169,1.510,0.765,N/A,N/A,N/A,N/A,N/A
batch_test_001,-0.03,-2.15,1.360,1.035,0.512,19.70,9.20,2.074,1.373,0.675,15.26,8.55,2.067,1.413,0.654,N/A,N/A,N/A,N/A,N/A
batch_test_002,-0.00,-2.12,1.218,1.030,0.567,15.33,6.78,1.621,1.214,0.711,13.41,6.23,1.651,1.216,0.706,N/A,N/A,N/A,N/A,N/A
batch_test_003,-0.04,-2.17,1.458,1.064,0.517,20.89,9.41,2.174,1.352,0.633,16.37,8.77,2.130,1.331,0.636,N/A,N/A,N/A,N/A,N/A
batch_test_004,-0.06,-2.17,1.198,1.041,0.585,23.91,9.93,1.994,1.354,0.695,19.07,9.46,1.932,1.312,0.700,N/A,N/A,N/A,N/A,N/A
batch_test_000,0.01,-2.10,1.471,1.047,0.793,24.00,9.43,2.137,1.349,0.854,19.20,9.20,2.171,1.369,0.853,N/A,N/A,N/A,N/A,N/A
batch_test_001,0.02,-2.11,0.000,0.000,0.555,22.40,8.14,0.000,0.000,0.623,17.98,7.88,0.000,0.000,0.634,N/A,N/A,N/A,N/A,N/A
batch_test_000,-0.00,-2.14,1.315,1.020,0.659,23.68,8.84,2.132,1.100,0.726,20.06,8.39,2.054,1.089,0.722,N/A,N/A,N/A,N/A,N/A
batch_test_001,0.01,-2.11,1.554,1.065,0.731,23.00,11.72,2.213,1.517,0.790,21.39,11.33,2.202,1.521,0.782,N/A,N/A,N/A,N/A,N/A
batch_test_002,-0.04,-2.15,1.198,1.027,0.705,23.95,13.03,1.880,1.390,0.802,19.74,12.14,1.901,1.354,0.799,N/A,N/A,N/A,N/A,N/A
batch_test_003,-0.03,-2.13,1.312,1.031,0.507,16.30,7.66,1.793,1.288,0.657,13.62,6.93,1.710,1.249,0.642,N/A,N/A,N/A,N/A,N/A
batch_test_004,0.01,-2.12,1.221,1.051,0.612,22.31,9.90,1.883,1.335,0.749,16.96,9.43,1.804,1.322,0.747,N/A,N/A,N/A,N/A,N/A
batch_test_005,-0.02,-2.14,1.286,1.027,0.738,23.72,11.62,2.080,1.386,0.812,19.98,11.00,2.077,1.375,0.810,N/A,N/A,N/A,N/A,N/A
batch_test_006,-0.00,-2.15,1.176,1.029,0.706,26.11,11.91,2.040,1.353,0.784,20.10,10.83,1.950,1.337,0.780,N/A,N/A,N/A,N/A,N/A
batch_test_007,-0.01,-2.13,1.269,1.067,0.582,23.49,11.30,1.836,1.310,0.676,17.80,10.50,1.843,1.334,0.670,N/A,N/A,N/A,N/A,N/A
batch_test_008,0.00,-2.14,1.404,1.040,0.722,22.90,8.66,2.061,1.363,0.866,16.78,7.87,1.930,1.330,0.855,N/A,N/A,N/A,N/A,N/A
batch_test_009,0.01,-2.13,1.312,1.036,0.778,24.59,13.26,2.190,1.488,0.837,22.99,12.76,2.167,1.434,0.833,N/A,N/A,N/A,N/A,N/A
batch_test_010,0.02,-2.10,1.362,1.041,0.653,23.54,9.38,2.045,1.447,0.825,16.37,8.37,1.961,1.363,0.805,N/A,N/A,N/A,N/A,N/A
batch_test_011,-0.00,-2.13,1.202,1.034,0.688,25.40,8.47,1.704,1.219,0.799,20.78,7.84,1.647,1.169,0.788,N/A,N/A,N/A,N/A,N/A
batch_test_012,-0.02,-2.13,1.186,1.033,0.596,20.36,9.85,1.713,1.153,0.764,17.38,9.25,1.633,1.133,0.750,N/A,N/A,N/A,N/A,N/A
batch_test_013,0.03,-2.12,1.855,1.037,0.622,17.00,7.68,2.496,1.419,0.713,14.07,7.01,2.434,1.328,0.704,N/A,N/A,N/A,N/A,N/A
batch_test_014,-0.04,-2.13,1.167,1.025,0.571,19.82,9.19,1.729,1.205,0.697,15.53,8.43,1.715,1.162,0.694,N/A,N/A,N/A,N/A,N/A
batch_test_015,-0.04,-2.18,1.375,1.043,0.709,21.13,9.43,2.169,1.383,0.823,15.62,8.48,2.099,1.378,0.816,N/A,N/A,N/A,N/A,N/A
batch_test_016,0.00,-2.12,1.259,1.069,0.773,37.34,9.73,2.247,1.477,0.890,35.73,9.48,2.246,1.473,0.891,N/A,N/A,N/A,N/A,N/A
batch_test_017,-0.06,-2.17,1.206,1.046,0.747,27.48,10.30,1.788,1.332,0.860,23.19,9.81,1.761,1.337,0.857,N/A,N/A,N/A,N/A,N/A
batch_test_018,0.02,-2.12,1.299,1.047,0.705,24.92,9.61,1.997,1.351,0.838,18.01,9.00,1.995,1.363,0.834,N/A,N/A,N/A,N/A,N/A
batch_test_019,0.02,-2.15,1.229,1.032,0.695,22.61,8.92,1.778,1.311,0.788,18.34,8.48,1.779,1.295,0.782,N/A,N/A,N/A,N/A,N/A
batch_test_020,0.00,-2.10,1.322,1.049,0.816,18.68,7.20,2.052,1.271,0.886,13.98,6.47,1.982,1.250,0.886,N/A,N/A,N/A,N/A,N/A
batch_test_021,0.04,-2.09,1.314,1.045,0.687,21.10,8.82,2.031,1.376,0.796,15.92,8.20,1.992,1.351,0.790,N/A,N/A,N/A,N/A,N/A
batch_test_022,-0.01,-2.13,1.311,1.045,0.650,21.81,9.45,1.946,1.285,0.776,17.77,8.87,1.927,1.288,0.751,N/A,N/A,N/A,N/A,N/A
batch_test_023,-0.03,-2.15,1.204,1.037,0.628,25.34,8.76,1.761,1.267,0.798,21.87,8.36,1.751,1.252,0.793,N/A,N/A,N/A,N/A,N/A
batch_test_024,0.01,-2.11,1.159,1.022,0.650,18.20,8.82,1.655,1.166,0.716,16.36,8.47,1.688,1.171,0.725,N/A,N/A,N/A,N/A,N/A
batch_test_025,-0.01,-2.13,1.533,1.074,0.669,34.60,11.89,2.223,1.570,0.761,33.27,11.63,2.204,1.598,0.764,N/A,N/A,N/A,N/A,N/A
batch_test_026,-0.01,-2.15,1.205,1.029,0.623,22.56,8.42,1.769,1.205,0.753,17.19,7.93,1.702,1.201,0.746,N/A,N/A,N/A,N/A,N/A
batch_test_027,0.02,-2.11,1.277,1.045,0.689,22.72,9.09,1.902,1.329,0.806,18.25,8.52,1.957,1.351,0.803,N/A,N/A,N/A,N/A,N/A
batch_test_028,-0.03,-2.16,1.443,1.068,0.748,25.93,11.40,2.051,1.450,0.846,23.12,11.04,2.079,1.461,0.847,N/A,N/A,N/A,N/A,N/A
batch_test_029,-0.03,-2.14,1.273,1.031,0.679,19.79,10.13,2.110,1.386,0.803,16.58,9.46,2.068,1.381,0.793,N/A,N/A,N/A,N/A,N/A
batch_test_030,0.01,-2.11,1.217,1.026,0.664,20.43,9.05,1.778,1.240,0.773,18.60,8.38,1.747,1.227,0.759,N/A,N/A,N/A,N/A,N/A
batch_test_031,-0.05,-2.18,1.312,1.066,0.721,21.02,9.84,2.292,1.585,0.816,15.82,8.80,2.193,1.498,0.814,N/A,N/A,N/A,N/A,N/A
batch_test_032,-0.03,-2.15,1.318,1.054,0.578,21.88,7.93,1.999,1.337,0.689,16.64,7.20,1.926,1.325,0.675,N/A,N/A,N/A,N/A,N/A
batch_test_033,0.00,-2.15,1.221,1.026,0.663,22.19,8.35,1.927,1.324,0.799,15.98,7.71,1.854,1.263,0.795,N/A,N/A,N/A,N/A,N/A
batch_test_034,-0.05,-2.17,1.315,1.037,0.640,18.86,8.77,2.126,1.344,0.743,17.03,8.67,2.135,1.373,0.732,N/A,N/A,N/A,N/A,N/A
batch_test_035,-0.01,-2.17,1.197,1.023,0.596,24.39,10.10,1.814,1.319,0.749,18.31,9.20,1.727,1.285,0.738,N/A,N/A,N/A,N/A,N/A
batch_test_036,-0.02,-2.13,1.522,1.081,0.742,1.09,0.72,2.654,1.682,0.823,0.97,0.62,2.596,1.663,0.811,N/A,N/A,N/A,N/A,N/A
batch_test_037,-0.05,-2.17,1.231,1.031,0.670,19.89,8.29,1.989,1.367,0.795,15.60,7.75,1.937,1.364,0.787,N/A,N/A,N/A,N/A,N/A
batch_test_038,0.07,-2.08,1.146,1.026,0.697,25.24,10.84,1.792,1.331,0.769,23.15,10.29,1.779,1.315,0.764,N/A,N/A,N/A,N/A,N/A
batch_test_039,0.03,-2.12,1.125,1.018,0.747,17.00,7.68,1.585,1.105,0.831,12.27,6.64,1.537,1.077,0.822,N/A,N/A,N/A,N/A,N/A
batch_test_040,-0.01,-2.12,1.434,1.041,0.590,16.52,7.37,2.069,1.334,0.741,11.51,6.39,2.110,1.363,0.735,N/A,N/A,N/A,N/A,N/A
batch_test_041,-0.00,-2.12,1.321,1.056,0.624,23.54,10.27,1.946,1.387,0.745,22.01,9.96,1.957,1.381,0.744,N/A,N/A,N/A,N/A,N/A
batch_test_042,-0.02,-2.13,1.181,1.028,0.640,21.34,8.57,1.808,1.298,0.700,16.75,8.14,1.814,1.337,0.709,N/A,N/A,N/A,N/A,N/A
batch_test_043,0.02,-2.11,1.368,1.046,0.656,22.56,10.33,2.041,1.376,0.745,20.34,9.76,2.018,1.369,0.742,N/A,N/A,N/A,N/A,N/A
batch_test_044,-0.04,-2.16,1.304,1.056,0.547,23.34,10.06,2.063,1.403,0.727,17.86,9.50,2.031,1.449,0.710,N/A,N/A,N/A,N/A,N/A
batch_test_045,0.02,-2.10,1.178,1.027,0.644,24.74,10.30,2.063,1.483,0.767,19.21,9.65,1.985,1.457,0.754,N/A,N/A,N/A,N/A,N/A
batch_test_046,-0.01,-2.14,1.402,1.048,0.677,24.01,8.64,2.070,1.425,0.797,19.81,8.21,2.002,1.382,0.784,N/A,N/A,N/A,N/A,N/A
batch_test_047,-0.01,-2.18,1.179,1.028,0.547,15.92,5.96,1.386,1.078,0.619,13.32,5.43,1.430,1.073,0.638,N/A,N/A,N/A,N/A,N/A
batch_test_048,-0.01,-2.14,1.313,1.022,0.691,19.89,6.73,1.866,1.219,0.796,16.63,6.15,1.805,1.204,0.783,N/A,N/A,N/A,N/A,N/A
batch_test_049,0.03,-2.11,1.409,1.096,0.572,20.38,8.51,2.083,1.435,0.685,15.38,7.95,2.073,1.466,0.680,N/A,N/A,N/A,N/A,N/A
batch_test_050,0.03,-2.14,1.230,1.058,0.702,25.46,9.91,2.010,1.399,0.816,19.56,9.38,2.034,1.417,0.814,N/A,N/A,N/A,N/A,N/A
batch_test_051,-0.06,-2.17,1.243,1.026,0.724,26.28,11.65,2.036,1.377,0.786,23.62,11.18,2.053,1.389,0.785,N/A,N/A,N/A,N/A,N/A
batch_test_052,0.01,-2.13,1.424,1.071,0.769,22.13,10.19,2.197,1.666,0.874,18.45,9.65,2.128,1.613,0.861,N/A,N/A,N/A,N/A,N/A
batch_test_053,0.06,-2.11,1.350,1.037,0.618,20.30,8.19,1.959,1.331,0.765,14.57,7.49,1.968,1.341,0.744,N/A,N/A,N/A,N/A,N/A
batch_test_054,0.05,-2.07,1.306,1.033,0.652,19.38,8.47,2.083,1.207,0.767,15.93,7.98,2.017,1.187,0.762,N/A,N/A,N/A,N/A,N/A
batch_test_055,0.01,-2.12,1.429,1.063,0.648,26.61,9.89,2.242,1.547,0.783,23.05,9.34,2.232,1.560,0.774,N/A,N/A,N/A,N/A,N/A
batch_test_056,-0.02,-2.13,1.487,1.044,0.681,21.47,3.35,2.281,1.474,0.794,18.49,3.42,2.261,1.466,0.785,N/A,N/A,N/A,N/A,N/A
batch_test_057,0.03,-2.10,1.234,1.027,0.555,20.70,7.70,1.780,1.259,0.710,16.43,7.10,1.784,1.273,0.697,N/A,N/A,N/A,N/A,N/A
batch_test_058,0.01,-2.11,1.367,1.029,0.741,19.35,7.62,1.877,1.233,0.836,14.15,6.96,1.832,1.215,0.828,N/A,N/A,N/A,N/A,N/A
batch_test_059,0.01,-2.10,1.423,1.080,0.526,20.34,8.56,1.767,1.308,0.647,15.47,8.08,1.803,1.327,0.651,N/A,N/A,N/A,N/A,N/A
batch_test_060,-0.01,-2.12,1.227,1.026,0.622,23.49,9.56,1.880,1.355,0.729,19.73,9.15,1.903,1.369,0.729,N/A,N/A,N/A,N/A,N/A
batch_test_061,-0.02,-2.15,2.144,1.175,0.473,24.23,10.31,2.606,1.703,0.557,20.22,9.70,2.576,1.654,0.552,N/A,N/A,N/A,N/A,N/A
batch_test_062,-0.00,-2.14,1.364,1.047,0.733,22.28,8.37,1.979,1.357,0.843,17.32,7.80,1.939,1.335,0.832,N/A,N/A,N/A,N/A,N/A
batch_test_063,-0.03,-2.17,1.164,1.023,0.653,22.98,10.01,2.026,1.327,0.814,17.34,9.09,1.871,1.299,0.797,N/A,N/A,N/A,N/A,N/A
batch_test_064,-0.06,-2.14,1.305,1.042,0.724,21.24,8.95,1.806,1.321,0.811,15.49,8.35,1.811,1.304,0.805,N/A,N/A,N/A,N/A,N/A
batch_test_065,0.01,-2.13,1.210,1.026,0.599,23.29,10.18,1.928,1.322,0.751,19.37,9.63,1.906,1.277,0.739,N/A,N/A,N/A,N/A,N/A
batch_test_066,0.00,-2.14,1.348,1.062,0.700,23.44,10.27,2.093,1.468,0.832,18.12,9.58,2.049,1.423,0.823,N/A,N/A,N/A,N/A,N/A
batch_test_067,0.03,-2.13,1.226,1.034,0.643,23.96,8.66,1.927,1.342,0.757,19.95,8.29,1.865,1.340,0.747,N/A,N/A,N/A,N/A,N/A
batch_test_068,0.00,-2.14,1.228,1.034,0.560,18.31,8.95,1.861,1.358,0.690,13.62,7.99,1.865,1.348,0.682,N/A,N/A,N/A,N/A,N/A
batch_test_069,-0.01,-2.16,1.213,1.032,0.649,23.13,9.36,1.804,1.320,0.801,17.95,8.90,1.808,1.339,0.796,N/A,N/A,N/A,N/A,N/A
batch_test_070,0.05,-2.09,1.342,1.059,0.547,21.95,9.84,2.084,1.590,0.718,14.56,8.51,2.083,1.559,0.695,N/A,N/A,N/A,N/A,N/A
batch_test_071,0.04,-2.09,1.217,1.034,0.601,24.06,9.30,1.985,1.417,0.744,18.75,8.94,1.961,1.420,0.739,N/A,N/A,N/A,N/A,N/A
batch_test_072,0.02,-2.10,1.167,1.048,0.575,23.36,10.31,1.414,1.118,0.693,18.38,9.72,1.479,1.121,0.694,N/A,N/A,N/A,N/A,N/A
batch_test_073,-0.03,-2.15,1.248,1.029,0.707,25.51,10.91,2.088,1.490,0.805,21.12,10.26,2.041,1.472,0.803,N/A,N/A,N/A,N/A,N/A
batch_test_074,0.06,-2.09,1.273,1.028,0.681,23.80,10.56,1.966,1.439,0.800,20.00,10.00,1.939,1.428,0.781,N/A,N/A,N/A,N/A,N/A
batch_test_075,0.03,-2.10,1.147,1.023,0.569,23.00,9.35,1.696,1.251,0.682,17.89,8.54,1.648,1.196,0.678,N/A,N/A,N/A,N/A,N/A
batch_test_076,0.02,-2.11,1.184,1.051,0.767,28.45,12.63,1.951,1.527,0.874,22.51,11.76,1.929,1.532,0.857,N/A,N/A,N/A,N/A,N/A
batch_test_077,0.01,-2.11,1.369,1.050,0.760,39.47,12.52,2.304,1.623,0.881,36.51,12.28,2.285,1.622,0.874,N/A,N/A,N/A,N/A,N/A
batch_test_078,-0.01,-2.14,1.542,1.080,0.774,36.42,11.37,2.405,1.723,0.857,30.59,11.13,2.406,1.676,0.859,N/A,N/A,N/A,N/A,N/A
batch_test_079,0.01,-2.14,1.215,1.072,0.629,25.39,10.89,1.727,1.293,0.740,20.58,10.39,1.744,1.314,0.758,N/A,N/A,N/A,N/A,N/A
batch_test_080,0.02,-2.11,1.258,1.033,0.629,24.03,9.75,2.032,1.367,0.772,18.23,9.16,1.974,1.339,0.765,N/A,N/A,N/A,N/A,N/A
batch_test_081,0.03,-2.10,1.272,1.029,0.677,21.88,9.07,2.100,1.241,0.784,17.91,8.55,2.071,1.229,0.779,N/A,N/A,N/A,N/A,N/A
batch_test_082,0.02,-2.10,1.363,1.058,0.725,25.90,10.31,2.057,1.392,0.863,20.83,9.75,2.036,1.386,0.858,N/A,N/A,N/A,N/A,N/A
batch_test_083,-0.01,-2.15,1.218,1.032,0.603,22.34,8.08,1.902,1.297,0.723,17.05,7.29,1.821,1.253,0.698,N/A,N/A,N/A,N/A,N/A
batch_test_084,0.00,-2.15,1.570,1.038,0.761,19.17,5.15,2.172,1.343,0.854,16.19,5.06,2.175,1.364,0.848,N/A,N/A,N/A,N/A,N/A
batch_test_085,0.02,-2.08,1.143,1.063,0.667,23.50,11.24,1.878,1.259,0.784,19.80,10.57,1.783,1.237,0.776,N/A,N/A,N/A,N/A,N/A
batch_test_086,0.01,-2.12,1.360,1.031,0.711,16.14,8.15,2.162,1.352,0.795,13.57,7.74,2.117,1.381,0.794,N/A,N/A,N/A,N/A,N/A
batch_test_087,0.02,-2.10,1.322,1.027,0.670,21.03,8.20,1.958,1.282,0.809,15.72,7.49,1.914,1.243,0.802,N/A,N/A,N/A,N/A,N/A
batch_test_088,0.04,-2.10,1.377,1.046,0.644,21.86,9.04,2.296,1.502,0.781,16.41,8.35,2.200,1.472,0.763,N/A,N/A,N/A,N/A,N/A
batch_test_089,-0.03,-2.15,1.183,1.030,0.668,23.75,7.20,1.875,1.286,0.829,18.15,6.85,1.763,1.259,0.811,N/A,N/A,N/A,N/A,N/A
batch_test_090,0.01,-2.13,1.406,1.063,0.600,20.36,8.69,1.995,1.372,0.745,16.23,8.30,2.036,1.406,0.753,N/A,N/A,N/A,N/A,N/A
batch_test_091,-0.04,-2.16,1.209,1.035,0.573,23.78,8.75,1.921,1.387,0.721,18.73,8.39,1.954,1.437,0.703,N/A,N/A,N/A,N/A,N/A
batch_test_092,0.03,-2.14,1.200,1.026,0.580,19.04,8.40,1.550,1.145,0.716,14.62,7.57,1.503,1.137,0.695,N/A,N/A,N/A,N/A,N/A
batch_test_093,-0.03,-2.18,1.238,1.023,0.587,20.32,8.58,1.827,1.221,0.709,16.14,7.99,1.858,1.238,0.697,N/A,N/A,N/A,N/A,N/A
batch_test_094,-0.02,-2.14,1.279,1.039,0.566,22.07,9.98,1.814,1.209,0.720,16.32,9.29,1.824,1.228,0.709,N/A,N/A,N/A,N/A,N/A
batch_test_095,0.02,-2.14,1.138,1.026,0.760,24.12,9.06,1.738,1.267,0.844,21.32,8.55,1.703,1.234,0.832,N/A,N/A,N/A,N/A,N/A
batch_test_096,-0.03,-2.17,1.234,1.051,0.629,19.43,8.47,1.606,1.215,0.737,14.88,7.79,1.642,1.227,0.737,N/A,N/A,N/A,N/A,N/A
batch_test_097,-0.04,-2.18,1.279,1.087,0.699,26.52,11.76,1.840,1.309,0.819,21.77,11.19,1.858,1.329,0.813,N/A,N/A,N/A,N/A,N/A
batch_test_098,-0.13,-2.26,1.317,1.039,0.443,23.87,10.81,2.147,1.333,0.575,19.12,10.46,2.135,1.351,0.557,N/A,N/A,N/A,N/A,N/A
batch_test_099,-0.01,-2.10,1.249,1.049,0.734,24.74,8.17,2.078,1.440,0.831,23.14,7.73,2.032,1.399,0.826,N/A,N/A,N/A,N/A,N/A
batch_test_100,0.02,-2.11,1.422,1.025,0.608,20.39,7.30,1.825,1.136,0.713,16.47,7.08,1.812,1.137,0.706,N/A,N/A,N/A,N/A,N/A
batch_test_101,-0.02,-2.18,1.399,1.053,0.607,27.66,9.43,2.222,1.508,0.765,22.87,9.19,2.202,1.516,0.760,N/A,N/A,N/A,N/A,N/A
batch_test_102,-0.03,-2.17,1.214,1.036,0.471,17.81,8.12,1.826,1.273,0.655,14.58,7.47,1.828,1.269,0.639,N/A,N/A,N/A,N/A,N/A
batch_test_103,-0.01,-2.13,1.397,1.030,0.642,17.84,8.19,2.083,1.351,0.741,15.62,7.60,2.035,1.355,0.730,N/A,N/A,N/A,N/A,N/A
batch_test_104,-0.07,-2.20,1.219,1.036,0.547,22.20,9.49,1.890,1.336,0.678,18.29,8.86,1.842,1.304,0.669,N/A,N/A,N/A,N/A,N/A
batch_test_105,0.04,-2.12,1.340,1.047,0.597,24.98,9.58,2.345,1.538,0.788,16.86,8.73,2.243,1.523,0.762,N/A,N/A,N/A,N/A,N/A
batch_test_106,0.02,-2.11,1.215,1.023,0.596,18.77,9.61,1.768,1.316,0.666,16.66,8.97,1.803,1.304,0.666,N/A,N/A,N/A,N/A,N/A
batch_test_107,0.02,-2.10,1.339,1.039,0.776,21.78,8.38,2.039,1.428,0.829,18.97,7.81,1.992,1.374,0.820,N/A,N/A,N/A,N/A,N/A
batch_test_108,-0.02,-2.13,1.367,1.066,0.628,20.19,7.70,2.004,1.308,0.803,15.45,7.32,2.007,1.352,0.795,N/A,N/A,N/A,N/A,N/A
batch_test_109,0.02,-2.11,1.278,1.032,0.734,15.95,7.75,1.879,1.176,0.794,12.02,6.79,1.879,1.184,0.793,N/A,N/A,N/A,N/A,N/A
batch_test_110,-0.05,-2.16,1.304,1.024,0.643,24.14,9.76,1.959,1.307,0.758,19.59,9.34,1.897,1.295,0.757,N/A,N/A,N/A,N/A,N/A
batch_test_111,0.03,-2.09,1.242,1.063,0.633,20.09,7.90,2.061,1.453,0.799,16.14,7.26,1.947,1.387,0.778,N/A,N/A,N/A,N/A,N/A
batch_test_112,0.02,-2.13,1.282,1.040,0.610,20.59,7.45,1.800,1.176,0.717,16.10,7.05,1.820,1.214,0.718,N/A,N/A,N/A,N/A,N/A
batch_test_113,-0.04,-2.17,1.456,1.046,0.636,22.34,8.13,2.094,1.205,0.789,17.68,8.07,2.108,1.237,0.780,N/A,N/A,N/A,N/A,N/A
batch_test_114,-0.00,-2.14,1.354,1.024,0.578,24.02,10.12,2.122,1.353,0.732,20.67,9.58,2.059,1.336,0.725,N/A,N/A,N/A,N/A,N/A
batch_test_115,0.02,-2.09,1.307,1.051,0.763,22.82,9.64,2.181,1.568,0.888,18.44,9.06,2.090,1.494,0.870,N/A,N/A,N/A,N/A,N/A
batch_test_116,-0.01,-2.10,1.307,1.036,0.659,25.53,8.46,1.991,1.447,0.777,21.44,7.94,1.976,1.443,0.770,N/A,N/A,N/A,N/A,N/A
batch_test_117,0.03,-2.10,1.205,1.131,0.639,23.67,10.86,1.682,1.231,0.791,18.37,9.88,1.649,1.230,0.766,N/A,N/A,N/A,N/A,N/A
batch_test_118,0.00,-2.12,1.370,1.028,0.708,27.00,10.43,1.783,1.237,0.807,21.27,10.07,1.738,1.225,0.801,N/A,N/A,N/A,N/A,N/A
batch_test_119,0.02,-2.11,1.261,1.044,0.753,22.67,8.06,1.872,1.268,0.841,17.15,7.41,1.793,1.245,0.835,N/A,N/A,N/A,N/A,N/A
batch_test_120,0.00,-2.14,1.310,1.032,0.743,25.33,9.48,1.903,1.265,0.828,22.83,9.02,1.891,1.272,0.822,N/A,N/A,N/A,N/A,N/A
batch_test_121,-0.04,-2.16,1.267,1.037,0.687,23.67,8.37,1.818,1.286,0.794,21.30,7.69,1.788,1.233,0.786,N/A,N/A,N/A,N/A,N/A
batch_test_122,0.00,-2.12,1.286,1.032,0.626,21.69,8.95,1.938,1.390,0.768,16.48,8.33,1.927,1.398,0.765,N/A,N/A,N/A,N/A,N/A
batch_test_123,0.02,-2.10,1.462,1.080,0.531,15.94,7.67,1.390,1.087,0.671,13.27,7.14,1.404,1.088,0.658,N/A,N/A,N/A,N/A,N/A
batch_test_124,-0.02,-2.14,1.281,1.062,0.645,20.89,9.42,1.872,1.288,0.778,17.05,9.10,1.872,1.296,0.780,N/A,N/A,N/A,N/A,N/A
batch_test_125,-0.03,-2.15,1.174,1.021,0.774,22.04,9.12,1.806,1.210,0.841,18.58,8.53,1.741,1.182,0.827,N/A,N/A,N/A,N/A,N/A
batch_test_126,0.02,-2.13,1.190,1.048,0.665,19.94,9.20,1.895,1.271,0.806,14.82,8.28,1.828,1.240,0.791,N/A,N/A,N/A,N/A,N/A
batch_test_127,-0.01,-2.14,1.307,1.057,0.647,26.49,11.35,2.051,1.515,0.766,20.42,10.63,2.003,1.490,0.756,N/A,N/A,N/A,N/A,N/A
batch_test_128,0.00,-2.13,1.257,1.032,0.640,15.58,3.26,1.441,1.070,0.693,14.06,3.38,1.474,1.080,0.696,N/A,N/A,N/A,N/A,N/A
batch_test_129,-0.00,-2.11,1.384,1.047,0.505,21.79,7.51,2.178,1.415,0.660,17.65,7.20,2.106,1.394,0.649,N/A,N/A,N/A,N/A,N/A
batch_test_130,0.03,-2.10,1.390,1.062,0.509,21.97,8.54,1.651,1.078,0.661,18.32,7.98,1.648,1.076,0.656,N/A,N/A,N/A,N/A,N/A
batch_test_131,-0.01,-2.13,1.321,1.034,0.591,20.16,8.40,1.928,1.248,0.705,13.91,7.50,1.900,1.238,0.699,N/A,N/A,N/A,N/A,N/A
batch_test_132,-0.05,-2.16,1.206,1.024,0.663,21.75,10.18,1.842,1.223,0.807,17.64,9.43,1.776,1.219,0.801,N/A,N/A,N/A,N/A,N/A
batch_test_133,0.05,-2.07,1.432,1.050,0.641,16.98,6.45,2.083,1.444,0.797,14.43,6.04,1.987,1.400,0.785,N/A,N/A,N/A,N/A,N/A
batch_test_134,0.02,-2.11,1.268,1.031,0.620,19.09,8.19,1.935,1.196,0.749,15.02,7.60,1.880,1.191,0.738,N/A,N/A,N/A,N/A,N/A
batch_test_135,-0.00,-2.14,1.294,1.047,0.524,40.12,13.12,2.031,1.394,0.634,34.92,13.03,2.051,1.427,0.634,N/A,N/A,N/A,N/A,N/A
batch_test_136,-0.02,-2.12,1.247,1.029,0.630,18.75,8.25,2.004,1.364,0.777,14.68,7.45,1.989,1.317,0.768,N/A,N/A,N/A,N/A,N/A
batch_test_137,-0.01,-2.14,1.149,1.022,0.677,18.77,8.66,1.544,1.121,0.773,14.03,7.80,1.492,1.096,0.774,N/A,N/A,N/A,N/A,N/A
batch_test_138,0.02,-2.11,1.266,1.041,0.549,22.19,9.26,1.902,1.337,0.709,16.52,8.73,1.901,1.382,0.704,N/A,N/A,N/A,N/A,N/A
batch_test_139,0.00,-2.13,1.271,1.044,0.581,24.55,9.86,1.913,1.293,0.690,19.79,9.27,1.855,1.282,0.683,N/A,N/A,N/A,N/A,N/A
batch_test_140,-0.00,-2.12,1.298,1.046,0.597,23.00,9.20,2.095,1.336,0.715,18.26,8.72,2.004,1.321,0.702,N/A,N/A,N/A,N/A,N/A
batch_test_141,-0.02,-2.15,1.278,1.046,0.621,23.38,9.73,1.940,1.373,0.746,18.48,9.33,1.978,1.369,0.742,N/A,N/A,N/A,N/A,N/A
batch_test_142,0.06,-2.07,1.424,1.072,0.646,20.65,9.17,1.937,1.401,0.804,16.81,8.72,1.951,1.430,0.795,N/A,N/A,N/A,N/A,N/A
batch_test_143,-0.02,-2.13,1.667,1.088,0.460,20.85,8.14,2.313,1.337,0.567,16.98,7.59,2.378,1.364,0.564,N/A,N/A,N/A,N/A,N/A
batch_test_144,-0.02,-2.15,1.263,1.035,0.560,20.24,7.61,1.839,1.325,0.669,16.19,7.41,1.874,1.336,0.674,N/A,N/A,N/A,N/A,N/A
batch_test_145,-0.02,-2.16,1.319,1.035,0.672,23.67,6.43,1.831,1.207,0.822,18.26,6.58,1.855,1.250,0.809,N/A,N/A,N/A,N/A,N/A
batch_test_146,0.00,-2.15,1.191,1.038,0.640,21.03,9.25,1.990,1.335,0.796,15.17,8.27,1.873,1.330,0.785,N/A,N/A,N/A,N/A,N/A
