Run_ID,Performance_Score,Raw_PESQ_NB,Raw_PESQ_WB,Raw_STOI,Raw_SINR,Raw_SIR
batch_test_7993,0.6563870016498219,2.198,1.531,0.823,11.0,28.96
batch_test_2231,0.6563795540295205,2.17,1.466,0.801,8.57,21.66
batch_test_5892,0.6563755364933384,2.311,1.527,0.769,8.29,20.54
batch_test_7285,0.6563590224486194,2.082,1.41,0.724,8.53,22.17
batch_test_5047,0.6563567256284843,1.959,1.389,0.723,9.13,27.01
batch_test_8568,0.6563057646895963,2.09,1.4,0.824,12.62,38.73
batch_test_8986,0.656263043097857,2.016,1.444,0.739,9.28,19.74
batch_test_5295,0.656243566604575,1.986,1.343,0.785,8.73,21.76
batch_test_9497,0.6562399413249485,2.122,1.333,0.689,9.88,21.87
batch_test_1238,0.6562182875994865,1.861,1.267,0.747,10.63,23.43
batch_test_2288,0.6562013401173794,2.084,1.513,0.788,11.77,26.36
batch_test_045,0.6561929717480468,2.063,1.483,0.767,10.3,24.74
batch_test_5703,0.6561908803878634,2.122,1.406,0.774,11.53,23.22
batch_test_5646,0.656187254166672,2.176,1.55,0.775,10.21,25.53
batch_test_4121,0.6561811737291948,1.99,1.463,0.841,9.44,21.8
batch_test_5062,0.6561765908003345,2.195,1.459,0.778,8.92,20.09
batch_test_1142,0.6561640670023465,2.094,1.522,0.82,10.35,23.77
batch_test_5727,0.6561508292335451,2.309,1.539,0.701,12.83,36.28
batch_test_5979,0.6561476963314938,2.322,1.51,0.658,6.08,13.72
batch_test_135,0.6561416397179788,2.031,1.394,0.634,13.12,40.12
batch_test_7577,0.6561400942995892,2.192,1.48,0.827,8.22,22.7
batch_test_4188,0.6561093782872044,1.991,1.313,0.816,8.91,21.15
batch_test_2632,0.6561073164189273,1.679,1.237,0.687,12.58,24.57
batch_test_3487,0.6560612598739218,2.235,1.522,0.781,9.1,23.02
batch_test_1335,0.6560586988804649,2.132,1.353,0.781,10.41,22.12
batch_test_7426,0.6560565812551191,2.187,1.491,0.714,7.52,19.94
batch_test_935,0.6559973535419596,1.974,1.32,0.746,8.8,22.57
batch_test_4463,0.655990532123553,1.871,1.474,0.84,10.2,22.22
batch_test_2268,0.655985530222337,2.229,1.541,0.75,8.72,21.69
batch_test_3024,0.6559759266959815,2.201,1.546,0.851,10.12,21.9
batch_test_6851,0.6559413676729222,1.842,1.327,0.818,8.75,20.69
batch_test_9492,0.6559392473162803,2.195,1.354,0.724,9.78,24.41
batch_test_7414,0.6559238315096056,2.016,1.371,0.712,9.5,22.41
batch_test_8826,0.6558536048530718,2.103,1.522,0.876,11.04,27.77
batch_test_8270,0.6558489571223217,2.006,1.38,0.769,7.76,20.32
batch_test_5216,0.655805496250222,2.039,1.37,0.746,8.62,21.95
batch_test_2521,0.6558004982036556,1.839,1.336,0.758,8.77,19.91
batch_test_7157,0.6557989155763427,1.992,1.353,0.62,9.59,21.38
batch_test_5909,0.6557619446782164,1.935,1.357,0.788,9.15,23.81
batch_test_555,0.6557377766765973,2.27,1.57,0.845,10.85,34.9
batch_test_146,0.6557225304776823,1.99,1.335,0.796,9.25,21.03
batch_test_2868,0.6557093471939835,1.778,1.216,0.724,8.14,20.35
batch_test_3916,0.6556973180292709,2.045,1.495,0.863,13.81,57.45
batch_test_4350,0.6556804062216954,2.025,1.481,0.798,7.81,21.94
batch_test_8534,0.6555949766799483,2.036,1.447,0.81,9.63,29.15
batch_test_6986,0.6555914532085306,1.876,1.365,0.786,9.69,22.65
batch_test_2370,0.655586620055712,2.319,1.527,0.755,9.03,24.84
batch_test_7639,0.6555709958786595,1.966,1.34,0.793,8.99,22.96
batch_test_8984,0.655527569904415,2.004,1.352,0.816,9.86,23.82
batch_test_3038,0.6555230096993728,1.923,1.385,0.631,10.76,25.96
batch_test_3912,0.6555045427411852,2.195,1.5,0.798,10.53,23.12
batch_test_2447,0.6554862300146426,1.967,1.497,0.713,10.26,23.57
batch_test_7767,0.6554649258096427,2.134,1.375,0.773,9.5,20.21
batch_test_6382,0.655459795058079,2.237,1.678,0.797,9.6,23.98
batch_test_4064,0.6554013430021149,2.127,1.523,0.814,8.64,21.03
batch_test_5877,0.6553689774766484,2.123,1.482,0.644,10.66,22.86
batch_test_368,0.6553166149961639,1.743,1.263,0.768,10.52,25.03
batch_test_5478,0.6553041948317643,2.11,1.328,0.774,9.39,22.23
batch_test_8281,0.655277557307351,2.106,1.439,0.696,12.38,21.55
batch_test_9061,0.6552371590441126,1.79,1.299,0.861,11.8,32.56
batch_test_5325,0.6552331650016986,2.077,1.456,0.849,9.72,23.99
batch_test_7475,0.655182089709779,1.962,1.374,0.774,10.5,22.17
batch_test_3716,0.6551790253460825,1.785,1.269,0.806,10.01,23.58
batch_test_8457,0.6551790057413869,2.173,1.529,0.803,9.89,26.22
batch_test_9230,0.6551781805999696,1.949,1.371,0.712,8.77,21.64
batch_test_1878,0.6551762847083102,2.182,1.445,0.856,9.06,21.47
batch_test_5935,0.6551215799066845,2.115,1.477,0.806,9.71,24.32
batch_test_5788,0.6551047503783872,2.395,1.524,0.572,13.49,53.29
batch_test_6951,0.655019390556398,2.181,1.351,0.712,9.47,21.15
batch_test_7369,0.6550117316072773,2.127,1.454,0.836,8.77,22.13
batch_test_7640,0.6549889099368271,2.265,1.495,0.88,12.93,35.24
batch_test_5232,0.6549173356742485,2.003,1.307,0.717,9.2,22.57
batch_test_8434,0.6549086744892123,2.067,1.364,0.725,9.2,22.46
batch_test_854,0.6549025390727807,1.864,1.317,0.756,9.56,19.27
batch_test_4862,0.6548933018316386,1.82,1.367,0.783,10.63,23.94
batch_test_1858,0.6548319081946368,1.898,1.377,0.862,9.25,21.42
batch_test_8744,0.6548306529706712,1.896,1.34,0.723,9.75,22.42
batch_test_7624,0.6547968666187475,2.412,1.667,0.797,9.52,23.28
batch_test_6617,0.6547954869011227,1.902,1.255,0.83,9.25,22.66
batch_test_8561,0.6547842244447255,1.823,1.356,0.793,8.63,22.34
batch_test_3394,0.6547653453372857,1.891,1.463,0.803,10.65,26.85
batch_test_4252,0.6547480078956461,1.928,1.504,0.818,11.17,33.11
batch_test_5926,0.6547343835370806,1.965,1.434,0.783,10.32,26.48
batch_test_6129,0.6546511421859982,1.782,1.263,0.707,9.77,18.77
batch_test_8239,0.654647490147748,2.248,1.468,0.821,9.9,25.16
batch_test_7287,0.6546306994844943,1.902,1.361,0.811,10.31,23.48
batch_test_7425,0.6546150411855319,1.854,1.286,0.817,9.68,21.78
batch_test_4048,0.654614545881121,2.498,1.667,0.82,11.5,22.19
batch_test_6313,0.654570352643383,2.199,1.38,0.663,9.39,22.51
batch_test_331,0.6545422588761225,1.938,1.415,0.766,10.51,26.02
batch_test_2770,0.654533790679376,1.903,1.336,0.793,8.66,19.67
batch_test_2489,0.6545222261457128,1.984,1.435,0.842,9.22,20.73
batch_test_8772,0.6544989649304511,2.197,1.402,0.822,10.69,23.0
batch_test_7164,0.6544794979723202,2.061,1.483,0.76,10.34,25.46
batch_test_065,0.6544158578158904,1.928,1.322,0.751,10.18,23.29
batch_test_3958,0.6544026323837615,2.348,1.604,0.692,10.86,36.02
batch_test_7217,0.6543978235313943,2.176,1.491,0.844,13.31,46.51
batch_test_5724,0.6543894944655858,2.273,1.431,0.878,10.39,24.43
batch_test_4855,0.6543858265019775,1.647,1.141,0.737,10.31,21.2
batch_test_6718,0.6543846255910126,2.175,1.452,0.851,12.19,53.74
batch_test_8966,0.6543723368895811,2.099,1.466,0.746,9.33,22.07
batch_test_4294,0.6543668489342968,2.102,1.464,0.734,9.29,21.28
batch_test_1071,0.654359779862618,1.9,1.281,0.767,10.24,23.07
batch_test_1564,0.6543591343748857,2.084,1.263,0.799,10.43,23.99
batch_test_8605,0.6543559904909989,2.179,1.56,0.668,12.53,36.89
batch_test_6633,0.6543331335105275,2.082,1.393,0.756,13.0,36.43
batch_test_4310,0.6543320598235598,2.192,1.514,0.733,10.99,25.41
batch_test_078,0.6543194400653815,2.405,1.723,0.857,11.37,36.42
batch_test_1129,0.6542366276424667,2.184,1.512,0.857,8.3,23.74
batch_test_3768,0.6542351168286288,1.775,1.271,0.838,10.15,23.01
batch_test_3242,0.6541690305624992,1.985,1.385,0.81,9.91,21.5
batch_test_3815,0.654167954313153,2.125,1.547,0.868,9.82,24.75
batch_test_5407,0.6541344776889125,1.939,1.322,0.833,8.57,22.46
batch_test_9510,0.6540829630424253,2.19,1.45,0.821,9.36,24.02
batch_test_5231,0.6540723414311621,2.017,1.367,0.788,8.64,22.46
batch_test_1332,0.653980420661698,2.057,1.481,0.824,10.38,26.07
batch_test_102,0.6539550374558132,1.826,1.273,0.655,8.12,17.81
batch_test_3169,0.6539316543780922,2.142,1.447,0.795,9.74,22.93
batch_test_2179,0.6539295534265963,1.982,1.324,0.815,10.09,23.38
batch_test_420,0.6539203131413944,2.072,1.454,0.706,11.25,26.12
batch_test_4655,0.6539117618943704,2.027,1.535,0.845,12.5,52.9
batch_test_9141,0.6539005614550876,2.313,1.417,0.855,9.11,22.66
batch_test_7665,0.6538501567928185,1.954,1.392,0.78,11.03,24.32
batch_test_1131,0.6538447639147219,2.065,1.472,0.846,10.49,32.09
batch_test_3141,0.6538216688775804,2.173,1.478,0.623,10.67,24.26
batch_test_5220,0.6538205730892058,2.145,1.342,0.65,9.63,20.32
batch_test_4895,0.6537817569567752,2.084,1.446,0.844,10.27,23.14
batch_test_3824,0.6537364612439978,2.138,1.426,0.77,9.76,22.09
batch_test_4034,0.6537048719545717,2.046,1.498,0.746,13.82,53.29
batch_test_9335,0.6537038608513898,1.926,1.302,0.734,9.59,23.03
batch_test_3139,0.6536926168945573,2.107,1.543,0.826,12.22,31.53
batch_test_9004,0.6536064231815272,1.965,1.356,0.828,10.26,23.2
batch_test_3866,0.6535620453914637,2.162,1.536,0.826,11.84,29.88
batch_test_3152,0.6535349410155272,1.887,1.291,0.764,9.14,20.08
batch_test_076,0.6535257165351481,1.951,1.527,0.874,12.63,28.45
batch_test_5113,0.6535115094214791,2.219,1.429,0.758,9.2,20.31
batch_test_3364,0.653503264057112,2.018,1.344,0.837,8.65,19.01
batch_test_4087,0.6534674962954744,1.843,1.176,0.756,7.98,20.95
batch_test_5725,0.6534673829786879,1.882,1.328,0.788,9.0,21.26
batch_test_9470,0.6534520261144569,2.214,1.55,0.669,8.94,21.19
batch_test_3479,0.6534379591508898,1.972,1.268,0.814,9.36,22.68
batch_test_9964,0.6534301170006152,1.896,1.394,0.845,7.92,23.09
batch_test_6346,0.6533938545681508,1.764,1.178,0.719,9.52,22.13
batch_test_4044,0.6533789406542708,2.132,1.447,0.697,8.89,20.35
batch_test_6850,0.6533514136266019,2.019,1.404,0.823,9.61,20.85
batch_test_5690,0.6532754373191795,2.052,1.407,0.785,10.19,21.28
batch_test_7463,0.6532751335825561,1.863,1.25,0.807,8.85,21.92
batch_test_8904,0.6532449052867029,2.175,1.387,0.729,9.19,23.2
batch_test_3892,0.6531906234156597,2.186,1.408,0.766,9.37,21.87
batch_test_5807,0.6531370344375634,1.925,1.325,0.783,9.18,21.27
batch_test_6011,0.6530938739850977,2.084,1.368,0.763,9.41,17.98
batch_test_201,0.653086554374294,2.082,1.27,0.763,9.34,22.75
batch_test_8317,0.6530595721417103,1.991,1.336,0.759,7.55,20.89
batch_test_1810,0.6530437075539337,1.879,1.248,0.783,9.37,21.35
batch_test_671,0.6530157542011309,2.016,1.452,0.773,10.72,25.27
batch_test_1550,0.6530156111901788,1.947,1.292,0.724,10.54,24.07
batch_test_7286,0.6530144201560908,1.932,1.271,0.741,9.07,17.78
batch_test_7996,0.6530070958783292,2.2,1.549,0.838,8.93,26.23
batch_test_2621,0.6529844386184736,2.313,1.584,0.688,14.83,34.1
batch_test_4825,0.6529764423259857,1.999,1.392,0.749,10.29,23.9
batch_test_4796,0.6529595708064053,1.638,1.198,0.771,9.11,19.59
batch_test_314,0.6528851421422652,2.114,1.353,0.763,8.91,21.87
batch_test_8031,0.6528718692266796,2.228,1.522,0.791,10.91,33.36
batch_test_3015,0.652867410948328,1.861,1.382,0.813,9.83,23.34
batch_test_6966,0.6528633856433568,1.915,1.356,0.83,9.57,21.53
batch_test_6441,0.6528487270776999,2.205,1.577,0.821,10.1,22.54
batch_test_1630,0.6528468758486335,1.838,1.343,0.736,9.18,23.29
batch_test_071,0.6528299748250327,1.985,1.417,0.744,9.3,24.06
batch_test_523,0.6528285944121338,1.832,1.226,0.763,10.94,24.67
batch_test_7558,0.6528253053413988,2.008,1.294,0.834,9.24,22.39
batch_test_4795,0.6528236331057522,2.228,1.546,0.725,13.91,68.51
batch_test_847,0.6528131492674096,1.906,1.364,0.765,12.78,39.33
batch_test_8852,0.65278344493977,1.903,1.391,0.839,12.15,55.4
batch_test_6876,0.6527547187583328,2.057,1.4,0.83,9.94,21.38
batch_test_5522,0.6526657735432417,2.28,1.698,0.849,10.75,36.26
batch_test_9726,0.6526541588343598,1.979,1.347,0.83,8.48,21.29
batch_test_8641,0.6526418049855922,1.873,1.343,0.738,8.08,20.57
batch_test_1841,0.6525966061472208,1.723,1.284,0.779,10.89,22.7
batch_test_9907,0.6525596227814209,1.785,1.239,0.78,11.34,27.4
batch_test_2906,0.6525171605516772,2.177,1.503,0.893,8.34,20.56
batch_test_3785,0.6525077058354052,2.082,1.325,0.678,10.11,23.16
batch_test_6410,0.6524975265730565,1.893,1.36,0.78,9.11,22.08
batch_test_3185,0.6524792306406518,1.978,1.381,0.733,10.35,23.75
batch_test_7102,0.6524530322695408,1.875,1.368,0.77,10.19,26.73
batch_test_6238,0.6524507701753078,1.918,1.339,0.838,9.78,22.77
batch_test_7103,0.6524428248556942,2.23,1.387,0.631,9.51,22.82
batch_test_345,0.6524114953503919,1.773,1.274,0.746,9.28,18.85
batch_test_9015,0.6524114613975553,2.29,1.607,0.871,9.96,23.16
batch_test_5007,0.6523982149072958,1.914,1.345,0.677,9.96,21.7
batch_test_4150,0.6523922013748445,2.131,1.402,0.851,8.98,22.84
batch_test_1244,0.6523601325852623,2.228,1.535,0.687,10.91,23.55
batch_test_3125,0.6523423751770576,1.68,1.263,0.667,11.8,32.42
batch_test_5367,0.6523215425924549,1.937,1.313,0.78,7.43,21.57
batch_test_1087,0.6523028944169729,2.059,1.399,0.791,9.4,25.63
batch_test_5230,0.6522750409910811,1.925,1.311,0.715,9.77,23.55
batch_test_8948,0.6522717440589574,2.209,1.515,0.893,8.49,22.17
batch_test_1511,0.6522640179528747,2.037,1.362,0.724,9.28,22.43
batch_test_1379,0.6522591483396927,2.025,1.334,0.759,9.11,24.58
batch_test_2536,0.6522265824378366,2.424,1.799,0.888,10.95,25.33
batch_test_6668,0.6522230554344639,2.284,1.605,0.798,11.07,25.03
batch_test_759,0.6522206640890166,2.031,1.389,0.849,10.48,30.38
batch_test_4338,0.6522120600440359,1.936,1.349,0.708,9.4,23.75
batch_test_4976,0.6522053606590541,2.043,1.452,0.826,8.35,20.03
batch_test_2112,0.6521636303147184,2.111,1.457,0.819,9.63,23.99
batch_test_1506,0.6521626702041202,2.16,1.485,0.822,9.55,25.26
batch_test_1007,0.652103826851227,1.826,1.364,0.799,9.67,22.27
batch_test_1309,0.6520924144234882,1.873,1.283,0.787,10.56,23.29
batch_test_8659,0.652064097820154,2.313,1.534,0.858,9.57,24.27
batch_test_1865,0.6520572325878033,2.109,1.602,0.812,10.07,30.37
batch_test_1280,0.6520462064742171,2.011,1.346,0.785,9.27,20.51
batch_test_4524,0.6519913567511588,2.025,1.371,0.862,10.24,21.45
batch_test_8116,0.6519856195977818,1.874,1.347,0.7,8.7,22.48
batch_test_6370,0.6519801273646284,2.03,1.373,0.775,9.64,22.42
batch_test_8153,0.6519650145499299,2.085,1.458,0.832,8.48,22.04
batch_test_9697,0.6519583617470138,1.929,1.299,0.794,8.55,19.57
batch_test_6012,0.6519377295526783,1.986,1.384,0.775,10.11,23.71
batch_test_5599,0.651929981196194,2.338,1.575,0.814,8.18,22.88
batch_test_9349,0.6519285646575,2.099,1.397,0.785,10.34,21.89
batch_test_6335,0.6519260260185976,2.095,1.423,0.76,9.48,20.35
batch_test_3425,0.6519008941459542,2.334,1.411,0.724,6.93,19.88
batch_test_3636,0.6518927410428028,1.994,1.392,0.655,8.73,23.05
batch_test_4010,0.6518675244618862,2.078,1.289,0.873,8.58,22.33
batch_test_6247,0.6518221343822114,2.111,1.436,0.794,8.89,24.37
batch_test_6976,0.6518220174516214,2.094,1.387,0.769,9.34,20.78
batch_test_264,0.6518218930398719,2.057,1.37,0.858,8.34,21.9
batch_test_4328,0.6517797844352667,2.301,1.518,0.796,10.16,22.36
batch_test_6297,0.6517673978416383,1.971,1.366,0.764,8.94,24.39
batch_test_4975,0.6517549634472702,2.245,1.475,0.716,9.3,21.74
batch_test_9888,0.651741216009395,1.892,1.318,0.609,9.84,23.83
batch_test_127,0.6516891001027107,2.051,1.515,0.766,11.35,26.49
batch_test_1113,0.6516649321645505,1.839,1.286,0.761,8.58,19.89
batch_test_1831,0.6516503272340958,2.027,1.197,0.697,9.66,20.6
batch_test_1093,0.6514648756933121,2.005,1.421,0.824,10.65,25.36
batch_test_9645,0.6514590977586141,2.26,1.458,0.821,11.13,22.5
batch_test_5117,0.6514478775475615,2.113,1.538,0.86,8.22,24.03
batch_test_2810,0.6514429661963245,1.948,1.313,0.693,8.98,22.91
batch_test_1795,0.6514211945543301,2.09,1.39,0.841,9.32,23.72
batch_test_9541,0.6513935454817915,2.107,1.407,0.802,9.65,21.53
batch_test_3241,0.6513199307805793,2.046,1.358,0.843,7.88,21.38
batch_test_9107,0.6513069544558323,2.278,1.508,0.626,9.85,22.22
batch_test_6358,0.6512872783604244,2.085,1.31,0.74,9.87,22.31
batch_test_6166,0.6512797526503651,1.83,1.38,0.789,6.89,19.23
batch_test_6666,0.6512546288603648,1.899,1.413,0.854,10.16,45.48
batch_test_6578,0.6512505006119944,2.09,1.456,0.86,9.43,25.91
batch_test_9855,0.6512336531485982,2.113,1.471,0.781,8.31,21.36
batch_test_4385,0.6512262951306244,2.05,1.481,0.85,10.44,25.56
batch_test_7483,0.6512065058131457,2.206,1.587,0.82,8.89,24.52
batch_test_9211,0.651107526829978,2.061,1.357,0.811,9.73,23.18
batch_test_9186,0.6511053382725308,2.056,1.393,0.785,10.9,24.94
batch_test_9427,0.6510851402579972,2.373,1.407,0.58,9.68,21.19
batch_test_2800,0.6510772518414478,2.265,1.348,0.873,12.07,34.41
batch_test_9180,0.651049154042296,2.011,1.363,0.765,8.76,18.25
batch_test_7216,0.6510475187047627,2.174,1.562,0.801,11.18,28.72
batch_test_6232,0.6510390642147019,1.948,1.302,0.718,8.66,23.46
batch_test_2071,0.6510171971484635,2.274,1.687,0.82,11.55,24.38
batch_test_6606,0.6510153558816468,2.042,1.487,0.745,8.84,20.46
batch_test_9826,0.650996535832851,1.892,1.393,0.812,8.98,22.75
batch_test_5163,0.6509787265966878,2.158,1.355,0.762,9.37,21.73
batch_test_3106,0.6509681145646127,1.985,1.42,0.663,8.74,23.03
batch_test_152,0.650886679473875,2.145,1.454,0.859,8.68,20.54
batch_test_080,0.6508652158771616,2.032,1.367,0.772,9.75,24.03
batch_test_129,0.6508615801167655,2.178,1.415,0.66,7.51,21.79
batch_test_6443,0.6508609978226604,1.938,1.317,0.745,9.93,21.37
batch_test_1759,0.6508573871639745,2.212,1.438,0.735,9.28,22.77
batch_test_9599,0.650856479059625,1.937,1.346,0.787,9.49,21.63
batch_test_3043,0.6508473197411112,2.143,1.4,0.75,9.64,19.59
batch_test_6518,0.6508281005992799,2.029,1.432,0.784,9.46,23.65
batch_test_1578,0.6508137303395591,1.976,1.403,0.765,10.83,25.35
batch_test_8029,0.6507602072492155,2.121,1.493,0.693,8.98,23.04
batch_test_1679,0.6507563071404935,1.947,1.361,0.756,9.75,21.18
batch_test_7615,0.6507543928041698,1.804,1.192,0.65,10.98,22.68
batch_test_919,0.6507527443163604,2.203,1.423,0.787,8.79,23.48
batch_test_1952,0.6507493766428235,2.643,1.599,0.87,10.74,21.96
batch_test_5394,0.6507463638738393,2.08,1.398,0.776,9.26,21.69
batch_test_2257,0.650739099948361,2.197,1.565,0.733,12.56,42.58
batch_test_2986,0.6507273712935705,1.96,1.29,0.815,9.21,20.72
batch_test_8742,0.6506578060102194,1.97,1.288,0.697,8.21,22.87
batch_test_4068,0.650645325335057,1.982,1.371,0.781,9.23,21.71
batch_test_2169,0.6506263182903894,2.15,1.46,0.767,8.48,22.37
batch_test_4056,0.6506243977525036,2.368,1.471,0.526,10.71,21.91
batch_test_2091,0.6506190134269173,2.099,1.36,0.677,8.58,20.34
batch_test_1940,0.6506128238213232,2.172,1.393,0.829,7.62,20.53
batch_test_4927,0.6506083612284168,1.884,1.387,0.882,9.94,23.0
batch_test_4096,0.650558887868357,2.053,1.43,0.828,8.83,22.19
batch_test_7514,0.6505545642430662,1.744,1.287,0.715,10.34,21.25
batch_test_3641,0.6504846405020412,1.805,1.255,0.801,7.64,22.91
batch_test_6139,0.6504833630699638,2.17,1.443,0.811,7.62,20.46
batch_test_7181,0.6504721636971998,1.909,1.33,0.739,9.78,23.98
batch_test_9985,0.6504702374494741,2.021,1.343,0.741,10.51,24.26
batch_test_3172,0.6504547388384918,2.114,1.27,0.765,11.15,23.36
batch_test_3358,0.6504184253535725,2.207,1.312,0.733,12.54,23.05
batch_test_6592,0.6503872778704097,2.902,2.077,0.927,12.42,24.51
batch_test_8922,0.6503750187409346,2.194,1.44,0.802,7.75,17.57
batch_test_7437,0.6503678354346806,1.907,1.309,0.738,9.73,22.51
batch_test_5934,0.6503663964869316,2.223,1.398,0.854,8.76,19.42
batch_test_5853,0.6503530209414641,1.975,1.317,0.795,5.68,21.43
batch_test_7238,0.6503469371151068,2.002,1.421,0.761,8.39,21.69
batch_test_6821,0.6502861975962463,1.864,1.245,0.812,9.93,22.98
batch_test_9503,0.6502742810006678,1.996,1.4,0.763,8.78,24.58
batch_test_5238,0.6502544075429413,2.113,1.355,0.798,11.27,26.23
batch_test_9978,0.6502387449087399,2.059,1.366,0.79,8.77,26.21
batch_test_3818,0.6501786428005037,2.146,1.501,0.805,10.84,37.16
batch_test_1246,0.6501741402163287,1.906,1.346,0.856,9.21,23.56
batch_test_9988,0.6501600519625622,1.971,1.308,0.76,9.72,22.72
batch_test_4151,0.6501525188398527,1.957,1.387,0.786,8.07,21.94
batch_test_8663,0.6501100599661815,1.693,1.237,0.785,10.05,21.73
batch_test_8586,0.6501040722973938,1.955,1.39,0.642,15.12,36.32
batch_test_938,0.6501029344162479,2.13,1.404,0.876,10.7,22.58
batch_test_7627,0.6500981571660938,2.049,1.486,0.833,9.53,24.87
batch_test_5317,0.6500908006187959,1.915,1.41,0.858,9.16,23.6
batch_test_7177,0.650086084805001,2.085,1.344,0.805,8.48,20.18
batch_test_1786,0.6500807762905512,1.988,1.294,0.761,10.23,22.07
batch_test_4218,0.6500529098807091,2.619,1.241,0.797,10.9,24.3
batch_test_3522,0.650048695718078,1.75,1.279,0.782,8.66,20.42
batch_test_1811,0.6500404086107869,2.135,1.418,0.835,7.66,20.16
batch_test_1296,0.6500208204325884,1.967,1.371,0.802,10.88,25.05
batch_test_5307,0.6499992756096912,1.922,1.371,0.756,10.12,25.8
batch_test_5715,0.6499873603797639,2.002,1.514,0.739,8.99,23.54
batch_test_5119,0.6499612935873358,2.254,1.478,0.814,8.69,24.0
batch_test_4358,0.6499522317706101,2.016,1.368,0.773,10.43,25.42
batch_test_7389,0.6499298316849302,1.947,1.476,0.619,11.64,24.45
batch_test_6913,0.649928925435194,2.11,1.49,0.871,9.61,31.04
batch_test_7117,0.649914236698797,2.18,1.567,0.869,10.38,24.51
batch_test_5218,0.6498979726734533,1.815,1.265,0.844,10.57,23.41
batch_test_8417,0.6498806212968646,1.829,1.296,0.842,10.6,25.28
batch_test_3126,0.6498656592513752,2.012,1.372,0.794,8.23,22.2
batch_test_5424,0.6498343011343034,2.001,1.457,0.743,9.29,21.56
batch_test_4574,0.6498259493639097,2.077,1.475,0.771,9.38,22.55
batch_test_250,0.6498255091301555,1.889,1.364,0.726,10.43,31.74
batch_test_8109,0.6498148811718918,1.925,1.29,0.725,8.35,22.3
batch_test_2222,0.6497944770559945,1.856,1.238,0.81,9.89,22.46
batch_test_779,0.6497410535534789,2.054,1.444,0.818,9.35,22.19
batch_test_2433,0.649733642830055,2.019,1.391,0.699,10.44,23.07
batch_test_3155,0.64967855713946,2.017,1.35,0.833,8.67,21.09
batch_test_1472,0.6496613641837348,1.938,1.416,0.808,10.43,23.27
batch_test_4943,0.6496504312556934,1.999,1.489,0.853,8.64,23.93
batch_test_4020,0.6496401433905705,1.656,1.163,0.73,8.82,23.11
batch_test_3411,0.649639684686552,1.915,1.276,0.719,9.63,23.91
batch_test_9987,0.649627377260912,2.388,1.573,0.801,10.43,21.24
batch_test_1948,0.6496243495544608,2.376,1.649,0.867,9.45,23.93
batch_test_5102,0.6496002582849495,2.028,1.565,0.8,9.66,23.45
batch_test_2718,0.649591763275749,1.764,1.275,0.73,11.14,24.11
batch_test_8687,0.6495804155645353,1.845,1.351,0.835,9.21,21.81
batch_test_6405,0.6495502683232024,2.053,1.353,0.844,8.4,22.3
batch_test_6196,0.6495363376260799,2.065,1.411,0.801,10.37,25.17
batch_test_1849,0.6495303458211473,2.233,1.449,0.768,7.7,20.31
batch_test_8813,0.6495234280032967,2.354,1.557,0.903,9.89,22.62
batch_test_320,0.6495090177717627,2.082,1.375,0.89,10.09,26.11
batch_test_2186,0.649491246121547,2.19,1.426,0.775,11.28,24.18
batch_test_8426,0.6494494165424123,2.308,1.496,0.795,7.39,22.13
batch_test_231,0.6494390910420977,1.79,1.294,0.818,10.35,25.49
batch_test_9371,0.6494098814776947,2.004,1.488,0.82,10.6,25.78
batch_test_8129,0.6494053656681085,1.961,1.319,0.752,8.23,20.9
batch_test_3682,0.6493940004036801,2.088,1.376,0.636,8.31,23.44
batch_test_3549,0.6493927967073586,1.986,1.379,0.843,9.95,22.78
batch_test_3798,0.6493715657761363,2.211,1.536,0.77,9.52,23.78
batch_test_8646,0.6493631642361294,2.061,1.217,0.798,7.87,17.91
batch_test_792,0.6493618545535154,1.842,1.279,0.808,8.81,20.67
batch_test_719,0.6493438468995589,2.003,1.419,0.847,9.54,22.1
batch_test_7730,0.6493163743316145,1.965,1.394,0.808,11.29,29.61
batch_test_8468,0.6492919449293486,1.978,1.381,0.742,10.22,23.31
batch_test_4182,0.6492785051159601,1.889,1.334,0.735,10.15,23.29
batch_test_138,0.6492588625337348,1.902,1.337,0.709,9.26,22.19
batch_test_8839,0.6492528146250767,1.941,1.419,0.586,14.73,36.03
batch_test_035,0.6492092541032536,1.814,1.319,0.749,10.1,24.39
batch_test_2454,0.6491310602244234,1.942,1.294,0.597,10.91,23.02
batch_test_1075,0.6490556883990469,1.991,1.459,0.849,8.29,21.2
batch_test_1787,0.6490519400768605,2.649,1.624,0.689,11.97,56.98
batch_test_3329,0.6490479359592224,2.249,1.446,0.814,10.62,21.59
batch_test_2839,0.6490245449070584,1.992,1.331,0.706,10.53,23.27
batch_test_8285,0.6490242376233711,2.061,1.356,0.679,10.42,23.32
batch_test_8816,0.6490173944326095,2.011,1.383,0.786,8.2,24.01
batch_test_5038,0.6490069859891867,1.851,1.354,0.619,10.58,25.72
batch_test_781,0.64899774763387,1.919,1.367,0.716,8.07,19.94
batch_test_8373,0.6489959354667647,2.023,1.529,0.815,8.22,22.21
batch_test_2241,0.6489843648498004,2.213,1.474,0.737,10.0,22.7
batch_test_2331,0.6489732287396227,2.164,1.544,0.862,9.02,22.19
batch_test_538,0.648966917846763,1.822,1.444,0.797,10.44,25.14
batch_test_4963,0.6489424947125397,1.963,1.063,0.61,10.07,23.01
