Run_ID,Performance_Score,Gauss_PESQ_NB,Gauss_PESQ_WB,Gauss_STOI,Gauss_SINR,Gauss_SIR
batch_test_4927,0.6262940362972292,1.82,1.333,0.867,8.77,16.32
batch_test_4140,0.6262869794387201,1.829,1.413,0.752,9.62,18.65
batch_test_6000,0.6262690021246825,2.035,1.45,0.795,9.24,18.63
batch_test_6606,0.6262524419352902,1.911,1.404,0.733,8.13,15.68
batch_test_2164,0.6262425411292737,1.847,1.382,0.735,10.34,18.44
batch_test_5893,0.6261949459426767,1.823,1.289,0.802,9.1,20.72
batch_test_1909,0.6261846713282689,2.013,1.33,0.758,9.04,17.58
batch_test_1554,0.6261780215243333,2.004,1.374,0.75,9.58,17.2
batch_test_7812,0.6261713359120309,1.854,1.249,0.758,8.18,17.53
batch_test_4398,0.6261699709219019,2.288,1.444,0.677,6.89,14.7
batch_test_4807,0.6261619893344271,1.634,1.191,0.706,6.53,16.99
batch_test_4576,0.6261567595595113,2.009,1.423,0.817,10.34,21.1
batch_test_403,0.6260581523775284,1.939,1.31,0.783,8.49,17.91
batch_test_2610,0.6260300669024649,1.727,1.285,0.688,11.23,27.32
batch_test_2351,0.6260224153400036,1.969,1.371,0.827,7.8,14.05
batch_test_3903,0.6259997549220554,1.751,1.27,0.787,9.6,17.18
batch_test_276,0.625997385317102,1.392,1.061,0.734,8.27,17.69
batch_test_7165,0.6259690676598572,1.905,1.371,0.751,9.11,17.37
batch_test_5728,0.6259632373835518,2.021,1.428,0.625,9.43,17.35
batch_test_755,0.6259453599805701,1.985,1.438,0.766,9.93,21.44
batch_test_1171,0.6259213199921737,2.029,1.328,0.668,8.85,20.44
batch_test_2753,0.6259125559109101,1.875,1.284,0.709,9.38,22.15
batch_test_9060,0.6259060405688717,1.83,1.253,0.74,9.29,17.92
batch_test_132,0.625897259351703,1.776,1.219,0.801,9.43,17.64
batch_test_7908,0.6258839451814233,2.169,1.226,0.838,9.11,20.65
batch_test_079,0.625868409090958,1.744,1.314,0.758,10.39,20.58
batch_test_5662,0.625862175020784,1.797,1.323,0.729,7.22,17.46
batch_test_605,0.6258469818520377,2.05,1.492,0.776,10.12,19.82
batch_test_1069,0.6258364701365818,1.649,1.226,0.813,7.88,14.34
batch_test_9765,0.625832469576755,1.924,1.145,0.812,6.84,14.87
batch_test_6849,0.6258257588921858,2.024,1.427,0.776,8.84,18.89
batch_test_8942,0.6258042448924944,1.793,1.274,0.609,8.69,21.32
batch_test_8081,0.6257908911544692,2.136,1.42,0.82,8.38,18.62
batch_test_7652,0.6257866890766624,2.147,1.388,0.748,7.11,14.38
batch_test_349,0.6257447402084988,2.2,1.45,0.74,8.54,16.79
batch_test_1734,0.6257411916847606,2.104,1.397,0.867,10.29,21.17
batch_test_6901,0.625698623441014,1.878,1.278,0.631,8.78,17.65
batch_test_3318,0.6256762605739459,2.277,1.506,0.712,11.32,22.9
batch_test_713,0.6256644860418317,1.893,1.406,0.744,8.39,15.57
batch_test_7161,0.6256597875893235,2.118,1.324,0.868,9.83,26.97
batch_test_9123,0.6256594745154516,2.069,1.243,0.78,8.57,15.26
batch_test_4524,0.6256236260389259,1.809,1.283,0.853,9.46,17.12
batch_test_1256,0.6256182500234169,2.202,1.516,0.876,8.98,19.74
batch_test_1598,0.6256089070524792,1.996,1.318,0.76,8.07,17.11
batch_test_8381,0.6255627030717401,1.914,1.308,0.688,9.09,16.01
batch_test_012,0.6255423994958994,1.633,1.133,0.75,9.25,17.38
batch_test_1421,0.6255392580116522,2.165,1.373,0.713,8.06,16.72
batch_test_1661,0.6255281982969653,1.848,1.184,0.655,7.19,14.44
batch_test_3713,0.6255250520069723,1.9,1.384,0.74,6.37,15.28
batch_test_1246,0.625445023983725,1.861,1.343,0.833,8.24,16.22
batch_test_9767,0.6254168489302415,1.893,1.382,0.769,7.73,15.26
batch_test_8615,0.6254129809262274,1.838,1.248,0.817,7.27,15.95
batch_test_7252,0.6253834389652185,2.243,1.408,0.823,9.12,18.02
batch_test_5312,0.6253591596265574,2.007,1.376,0.77,8.98,17.68
batch_test_1868,0.6253566986389084,2.013,1.404,0.704,8.67,22.19
batch_test_3053,0.6253403117928928,2.026,1.281,0.742,8.22,19.57
batch_test_7432,0.6253268247128657,1.892,1.463,0.701,10.77,21.04
batch_test_9371,0.6253164217186854,1.879,1.434,0.808,10.1,19.2
batch_test_9808,0.6253050026081304,1.916,1.348,0.713,8.63,15.93
batch_test_1601,0.625279633008113,1.744,1.224,0.746,9.51,16.5
batch_test_5583,0.6252365125504452,2.006,1.335,0.737,8.05,15.8
batch_test_2071,0.6252021631865836,2.208,1.633,0.809,10.86,20.11
batch_test_7654,0.6251800227544608,1.757,1.262,0.785,8.73,19.11
batch_test_6429,0.625144139888291,1.902,1.267,0.799,7.94,17.81
batch_test_9438,0.6251376325174932,2.044,1.419,0.776,9.31,17.29
batch_test_4085,0.6251284368005215,1.901,1.256,0.775,8.66,15.39
batch_test_5820,0.6251075615671917,2.149,1.367,0.815,7.41,14.41
batch_test_6770,0.6250869113479598,2.009,1.415,0.781,8.03,19.25
batch_test_8813,0.625079563588184,2.269,1.486,0.892,9.25,18.17
batch_test_1875,0.6250778431925206,1.986,1.38,0.863,13.0,28.69
batch_test_3933,0.6250757907017347,2.032,1.394,0.782,8.53,23.3
batch_test_7630,0.6250635817794223,2.215,1.529,0.703,11.42,24.59
batch_test_7574,0.6250613888454809,2.223,1.425,0.764,10.69,20.67
batch_test_2824,0.6250356430719061,1.941,1.377,0.758,8.05,21.22
batch_test_7627,0.6250259805198262,1.991,1.382,0.819,8.92,19.86
batch_test_6687,0.6250195170106484,1.822,1.273,0.628,11.06,25.54
batch_test_2064,0.6250127016234179,2.172,1.437,0.756,7.81,13.6
batch_test_4408,0.625011607486734,1.844,1.333,0.712,6.28,10.73
batch_test_1436,0.6249892203496138,1.753,1.224,0.831,9.45,18.31
batch_test_718,0.6249682348066051,1.965,1.385,0.82,10.18,19.51
batch_test_891,0.6249551778436402,1.607,1.179,0.686,10.25,20.24
batch_test_8242,0.624930963194953,1.735,1.235,0.783,8.47,18.9
batch_test_3743,0.6249106294215335,2.091,1.484,0.847,10.42,21.53
batch_test_124,0.6248971121241316,1.872,1.296,0.78,9.1,17.05
batch_test_3569,0.6248932391578882,1.816,1.247,0.799,9.4,20.87
batch_test_4017,0.6248756063436038,1.839,1.341,0.811,8.2,20.78
batch_test_8389,0.6248712809566611,1.786,1.288,0.721,8.48,17.86
batch_test_1682,0.6248568938664332,2.05,1.369,0.814,12.33,32.24
batch_test_3852,0.6248020668179034,1.638,1.205,0.734,10.48,21.42
batch_test_5104,0.624786555499935,1.914,1.247,0.802,9.37,21.12
batch_test_5290,0.6247783137564651,2.151,1.439,0.762,13.07,27.18
batch_test_4667,0.6247702461962938,2.152,1.43,0.794,8.93,15.93
batch_test_8868,0.6247393788251562,2.063,1.522,0.694,11.07,19.81
batch_test_2637,0.6247296983622943,1.929,1.315,0.773,9.61,18.88
batch_test_2352,0.6246951203371338,1.81,1.288,0.636,8.9,18.34
batch_test_1811,0.624692438586841,2.047,1.345,0.816,6.92,14.36
batch_test_8992,0.6246820134087431,2.48,1.624,0.912,10.05,34.99
batch_test_1488,0.6246576843393812,1.63,1.218,0.79,8.78,19.26
batch_test_5133,0.6246561052465911,1.657,1.189,0.756,9.01,17.96
batch_test_6761,0.6246460819845575,1.933,1.351,0.797,10.15,18.87
batch_test_2132,0.6246378712474796,2.121,1.493,0.802,9.21,29.62
batch_test_7429,0.6246295906112178,1.82,1.364,0.756,8.36,19.15
batch_test_4979,0.6246174292429747,1.782,1.21,0.785,9.22,17.48
batch_test_6145,0.6246133006446227,1.888,1.324,0.681,8.74,17.83
batch_test_1242,0.624584851145168,2.096,1.414,0.736,8.9,20.03
batch_test_6229,0.6245226780883484,1.446,1.079,0.609,10.22,22.37
batch_test_2149,0.6245212776424123,1.98,1.359,0.634,8.71,17.06
batch_test_5370,0.6245142357186674,2.016,1.437,0.865,9.49,19.5
batch_test_4170,0.6244797995035382,1.504,1.096,0.544,6.8,14.42
batch_test_4456,0.6244725077922554,2.235,1.575,0.816,9.85,24.64
batch_test_8566,0.6244446765070113,1.878,1.268,0.66,8.26,15.71
batch_test_4299,0.6244414268680352,1.907,1.375,0.695,12.7,26.17
batch_test_7370,0.6244399344794558,2.06,1.455,0.76,8.08,17.45
batch_test_8851,0.6244226970899914,2.248,1.525,0.729,11.67,28.17
batch_test_4210,0.6244179248120678,1.871,1.303,0.624,7.78,16.69
batch_test_3139,0.6244069664497833,2.077,1.531,0.807,11.49,24.73
batch_test_3363,0.6243974592181202,1.862,1.314,0.768,8.44,16.69
batch_test_5509,0.6243630015006257,1.719,1.268,0.747,8.0,16.22
batch_test_7167,0.6243628970015818,2.144,1.639,0.66,8.98,21.23
batch_test_6446,0.6243628834855399,1.838,1.378,0.764,9.3,17.23
batch_test_3271,0.6243498046073188,2.152,1.202,0.693,9.07,17.44
batch_test_3692,0.6243446212269849,1.851,1.284,0.659,8.78,18.13
batch_test_8270,0.6243391781195717,1.857,1.272,0.748,6.97,16.32
batch_test_720,0.6243207518981763,2.193,1.391,0.699,9.59,20.65
batch_test_8133,0.6243079626891487,2.117,1.4,0.781,7.3,16.33
batch_test_7285,0.624295631521978,2.022,1.348,0.698,7.76,16.19
batch_test_9372,0.6242887141846908,1.879,1.477,0.675,10.13,17.12
batch_test_6873,0.6242738512096959,1.96,1.424,0.759,8.05,15.65
batch_test_4262,0.6242462854649935,1.755,1.251,0.902,10.84,29.58
batch_test_1401,0.6242092839479352,1.994,1.437,0.758,10.71,20.18
batch_test_9301,0.6241994111242164,1.812,1.296,0.798,9.51,18.75
batch_test_4719,0.6241759616486491,1.943,1.27,0.795,7.67,15.64
batch_test_3141,0.6241735654424138,2.009,1.384,0.614,9.81,18.36
batch_test_3697,0.6241733296856172,2.116,1.385,0.661,8.56,16.85
batch_test_5317,0.6241658988782584,1.85,1.345,0.838,8.47,18.23
batch_test_073,0.6241584176840989,2.041,1.472,0.803,10.26,21.12
batch_test_1265,0.6241478191899611,2.116,1.519,0.843,10.85,42.48
batch_test_7366,0.6240930362076113,1.895,1.292,0.688,8.54,16.73
batch_test_3921,0.6240835630026635,1.881,1.336,0.757,9.35,18.18
batch_test_1471,0.624070549366823,1.827,1.417,0.767,13.39,45.41
batch_test_7298,0.6240688220896488,2.003,1.439,0.846,10.25,19.69
batch_test_3668,0.6240586896463158,2.059,1.384,0.811,9.43,18.12
batch_test_8485,0.6240028621250657,1.839,1.359,0.811,9.25,17.99
batch_test_465,0.6239941494694281,1.878,1.256,0.75,8.19,16.35
batch_test_494,0.6239866321473357,1.765,1.273,0.757,9.26,16.28
batch_test_4944,0.6239832673420309,1.872,1.172,0.747,9.89,17.87
batch_test_903,0.6239632631826194,1.889,1.168,0.802,8.72,16.36
batch_test_9358,0.6239529759561927,1.95,1.295,0.688,9.39,18.56
batch_test_1938,0.6239284563472179,1.894,1.272,0.733,9.09,20.9
batch_test_6240,0.6239246769638682,2.289,1.496,0.877,10.51,21.62
batch_test_1101,0.6239101225586553,1.912,1.253,0.739,8.51,17.46
batch_test_7018,0.6238881865121231,2.139,1.423,0.779,8.94,17.51
batch_test_8670,0.6238859642893394,1.968,1.374,0.747,7.83,14.83
batch_test_4383,0.6238773047495402,2.334,1.423,0.848,10.9,29.09
batch_test_3594,0.6238717515322948,1.744,1.254,0.864,9.34,17.53
batch_test_9393,0.623864634207928,2.09,1.339,0.698,8.02,17.1
batch_test_8203,0.6238579989305794,2.043,1.341,0.776,9.12,16.73
batch_test_7746,0.623855228577533,1.961,1.35,0.731,8.51,17.97
batch_test_1009,0.623850714572144,1.951,1.319,0.762,8.16,16.88
batch_test_629,0.6238354738465007,1.847,1.32,0.785,9.27,19.12
batch_test_5710,0.6238037643273577,1.957,1.358,0.784,8.12,14.28
batch_test_9865,0.6238004183971891,1.79,1.45,0.754,9.46,18.76
batch_test_9218,0.6237538214105285,1.955,1.284,0.741,7.82,16.51
batch_test_3379,0.623726830158875,1.897,1.307,0.809,9.85,22.76
batch_test_1140,0.6237216806610268,1.826,1.248,0.757,9.69,19.27
batch_test_133,0.6237031206244078,1.987,1.4,0.785,6.04,14.43
batch_test_491,0.6237010160000486,1.932,1.314,0.794,7.81,15.9
batch_test_7177,0.6236989852708629,1.916,1.286,0.787,7.91,15.81
batch_test_1408,0.6236901351490302,1.933,1.383,0.772,8.48,16.23
batch_test_1921,0.6236890934079827,1.77,1.264,0.658,8.25,19.39
batch_test_9970,0.6236860297159181,2.096,1.314,0.79,7.28,15.76
batch_test_2114,0.6236543737019374,2.188,1.521,0.773,10.88,20.67
batch_test_2144,0.6236188250603877,1.799,1.265,0.76,8.69,16.42
batch_test_8929,0.6236141266917775,1.897,1.296,0.7,10.02,18.69
batch_test_574,0.6236069322445257,1.975,1.428,0.848,11.19,33.18
batch_test_5579,0.6236035518992608,2.211,1.463,0.794,12.18,35.33
batch_test_6626,0.623585851255902,1.894,1.367,0.676,7.74,16.7
batch_test_7697,0.6235839024581749,1.885,1.383,0.816,8.87,17.87
batch_test_3278,0.6235755104668104,1.983,1.4,0.747,9.57,18.47
batch_test_1637,0.6235740754144152,2.0,1.315,0.788,8.94,17.72
batch_test_2016,0.623572424121377,1.994,1.497,0.826,11.15,28.07
batch_test_6284,0.623535900348036,1.957,1.424,0.733,8.95,22.23
batch_test_4444,0.623491620154031,1.514,1.179,0.652,11.49,18.67
batch_test_1163,0.6234915997385674,1.986,1.355,0.782,7.53,16.42
batch_test_2624,0.6234740757633925,1.838,1.286,0.751,8.75,19.12
batch_test_9370,0.6234496411495626,1.946,1.327,0.834,8.18,17.45
batch_test_9734,0.6234458709091957,1.952,1.323,0.602,11.88,35.76
batch_test_1129,0.6234134525444572,2.159,1.49,0.829,7.65,18.02
batch_test_6249,0.623406001543163,1.965,1.396,0.799,7.24,14.49
batch_test_6939,0.6233883973503084,1.87,1.286,0.856,9.23,17.83
batch_test_347,0.6233812467448804,1.908,1.364,0.785,8.24,16.74
batch_test_7846,0.6233475546416767,1.931,1.34,0.714,9.63,21.68
batch_test_1900,0.6233438626356058,1.983,1.31,0.815,7.92,16.39
batch_test_663,0.6233404099845138,1.977,1.337,0.841,8.63,15.63
batch_test_4303,0.6233391335763994,2.099,1.573,0.744,10.73,28.09
batch_test_4341,0.6233304173027839,1.699,1.22,0.774,8.65,16.22
batch_test_212,0.6233230452616438,1.961,1.36,0.809,10.11,19.52
batch_test_8616,0.6233194703920878,1.962,1.341,0.662,8.27,17.42
batch_test_5899,0.6233192725279074,1.878,1.292,0.757,9.74,18.85
batch_test_8930,0.6232944927591667,1.98,1.361,0.883,8.47,20.87
batch_test_6574,0.623272305971112,2.066,1.458,0.892,11.88,51.16
batch_test_2048,0.6232642202022741,1.763,1.302,0.749,8.97,17.1
batch_test_3512,0.6232638321387853,1.953,1.426,0.765,8.52,19.95
batch_test_5799,0.6232478601074256,2.237,1.482,0.738,7.46,17.71
batch_test_7919,0.623211767965079,2.252,1.371,0.64,11.98,24.8
batch_test_4612,0.6232066714312992,1.875,1.258,0.716,7.99,15.22
batch_test_3855,0.6232049082797712,2.021,1.415,0.864,9.31,19.0
batch_test_6340,0.6232030182510907,1.983,1.37,0.773,9.97,25.26
batch_test_5206,0.6231994783876871,1.73,1.268,0.72,9.8,23.56
batch_test_8417,0.6231841469005697,1.732,1.261,0.825,9.46,17.9
batch_test_1481,0.6231829133161924,2.469,1.476,0.877,10.25,24.92
batch_test_8759,0.6231792511730516,1.837,1.23,0.823,11.29,26.9
batch_test_2661,0.623175992824722,2.008,1.383,0.834,8.29,18.65
batch_test_1334,0.6231659253202285,1.915,1.36,0.82,7.58,14.54
batch_test_4754,0.6231497151819891,1.976,1.418,0.702,9.61,18.93
batch_test_3681,0.6231481749669084,1.939,1.322,0.77,9.03,17.64
batch_test_7433,0.6231033244568378,1.926,1.377,0.789,10.43,24.02
batch_test_5267,0.6231013467435671,1.704,1.231,0.81,8.13,16.98
batch_test_1747,0.623097361439013,1.797,1.274,0.774,10.02,22.38
batch_test_4820,0.6230917116515441,1.867,1.331,0.823,13.32,59.56
batch_test_3829,0.6230910281845841,1.985,1.338,0.769,8.72,17.91
batch_test_157,0.6230865175794157,1.794,1.264,0.821,10.8,19.42
batch_test_2683,0.6230820317071523,2.188,1.546,0.797,10.75,20.69
batch_test_1995,0.6230814599921601,1.978,1.334,0.795,6.44,13.07
batch_test_9027,0.623072690292567,1.866,1.221,0.763,10.81,20.5
batch_test_1898,0.6230624873872744,2.114,1.384,0.795,8.09,16.0
batch_test_8433,0.6230539374869135,1.881,1.381,0.775,8.27,15.34
batch_test_5136,0.6230522061939534,2.242,1.427,0.689,9.82,19.56
batch_test_8180,0.6230445838270096,2.244,1.59,0.824,8.93,18.17
batch_test_1030,0.6230380452462027,2.05,1.423,0.703,8.66,20.77
batch_test_4825,0.6230328580838654,1.956,1.368,0.719,9.5,18.98
batch_test_6143,0.62302267955609,1.77,1.201,0.723,8.05,14.44
batch_test_7224,0.6230043095547542,1.752,1.268,0.828,8.46,15.98
batch_test_9721,0.6229982725493739,1.878,1.235,0.829,7.41,15.73
batch_test_8340,0.6229769914878878,1.814,1.321,0.747,9.66,19.41
batch_test_3073,0.6229672476745893,1.806,1.232,0.833,7.54,15.26
batch_test_5097,0.6229668484696516,1.776,1.3,0.813,9.37,18.53
batch_test_5960,0.622956108934704,2.396,1.568,0.837,9.3,21.4
batch_test_7013,0.6229443759301517,1.84,1.336,0.797,9.14,17.03
batch_test_593,0.6229407279827196,1.764,1.296,0.738,8.66,17.33
batch_test_3719,0.622909117477208,1.839,1.297,0.765,8.01,14.62
batch_test_6942,0.6228859422562495,2.102,1.407,0.793,6.64,15.14
batch_test_9600,0.6228528173554634,2.23,1.491,0.825,8.76,18.41
batch_test_8778,0.6228450230827185,1.53,1.14,0.785,8.89,18.87
batch_test_558,0.6228448841101322,1.755,1.265,0.808,8.36,15.47
batch_test_6969,0.6228144878670344,1.848,1.292,0.783,8.5,18.3
batch_test_6716,0.6228111433131679,2.051,1.507,0.846,9.33,29.85
batch_test_4350,0.6228041242501797,1.903,1.379,0.778,7.13,15.35
batch_test_2952,0.6227961577171888,1.889,1.423,0.724,10.17,19.05
batch_test_374,0.6227858655455009,1.782,1.225,0.711,7.72,14.06
batch_test_1693,0.622782781065617,2.214,1.383,0.577,10.08,18.64
batch_test_9540,0.6227781143924924,2.105,1.42,0.726,9.39,15.97
batch_test_2287,0.6227749869616106,1.767,1.318,0.808,8.39,16.42
batch_test_943,0.6227129835717443,1.932,1.311,0.803,8.02,17.01
batch_test_1478,0.6226874390597423,1.913,1.298,0.793,8.43,15.64
batch_test_9816,0.6226670279513365,2.0,1.446,0.718,12.9,31.58
batch_test_412,0.622666484386438,1.878,1.403,0.818,7.81,16.01
batch_test_4301,0.6226568556706533,1.987,1.35,0.697,9.15,17.61
batch_test_9995,0.6226192354595643,2.054,1.361,0.733,7.29,12.98
batch_test_3662,0.6225934780741466,1.837,1.286,0.747,10.12,17.94
batch_test_396,0.6225789393597215,1.835,1.272,0.763,8.45,19.65
batch_test_1786,0.6225769907561851,1.922,1.278,0.736,9.3,17.22
batch_test_1227,0.6225733516708194,1.998,1.361,0.811,7.81,16.07
batch_test_4802,0.6225720178049162,1.879,1.222,0.684,8.74,17.19
batch_test_5004,0.6225715138068205,2.155,1.435,0.86,8.31,20.67
batch_test_526,0.6225542909693955,2.08,1.401,0.869,8.2,16.08
batch_test_2227,0.6225492288469413,1.869,1.33,0.773,8.27,18.99
batch_test_2731,0.6225124977685522,1.69,1.289,0.773,8.7,16.81
batch_test_3988,0.6225082028733019,2.158,1.571,0.733,7.5,17.41
batch_test_9517,0.6224931738512175,1.916,1.286,0.765,7.8,15.7
batch_test_4924,0.6224888462951848,1.676,1.217,0.752,9.09,17.07
batch_test_2303,0.6224797671208441,1.731,1.248,0.763,8.84,16.87
batch_test_8232,0.6224755606586663,2.312,1.356,0.712,6.93,13.91
batch_test_5594,0.6224720551340026,2.117,1.404,0.688,8.33,17.31
batch_test_9071,0.6224555273207055,1.764,1.304,0.81,11.01,33.46
batch_test_8556,0.6224419037180985,1.857,1.201,0.783,9.45,17.58
batch_test_7075,0.6224368632714613,2.105,1.345,0.698,8.75,18.33
batch_test_3551,0.622412426645025,2.228,1.379,0.606,8.57,19.2
batch_test_6161,0.6224114003836068,2.009,1.426,0.766,7.11,13.42
batch_test_6373,0.6224042157656036,2.256,1.407,0.816,9.29,18.29
batch_test_7606,0.6223975538718901,1.871,1.374,0.633,8.54,18.1
batch_test_3473,0.6223854918745513,2.051,1.343,0.674,8.95,20.27
batch_test_3801,0.6223245598058604,1.796,1.305,0.829,8.57,18.02
batch_test_4460,0.6223080355464395,1.976,1.313,0.748,9.32,17.49
batch_test_9802,0.6222775000545525,1.917,1.323,0.699,8.89,17.33
batch_test_8462,0.6222717463100764,1.95,1.322,0.82,8.19,18.61
batch_test_6985,0.6222605410288073,2.089,1.44,0.662,8.98,17.37
batch_test_6944,0.6222419601242417,2.012,1.431,0.853,10.86,33.95
batch_test_3658,0.6222090952455912,1.9,1.318,0.863,7.21,16.69
batch_test_5535,0.6222023850728934,1.902,1.324,0.628,8.23,18.82
batch_test_2367,0.6221697588770958,2.06,1.5,0.806,9.31,19.87
batch_test_7203,0.6221212710010944,2.065,1.179,0.615,9.78,18.78
batch_test_2931,0.6221064349177251,1.77,1.249,0.764,8.33,15.75
batch_test_164,0.6220789105968908,1.995,1.432,0.782,8.28,20.1
batch_test_5744,0.6220576487593298,2.122,1.447,0.824,7.82,19.14
batch_test_5993,0.6220314141298114,2.015,1.418,0.627,10.19,19.67
batch_test_4364,0.6220258581844713,2.245,1.367,0.717,9.66,20.38
batch_test_1355,0.6220112526411478,2.183,1.391,0.806,9.54,17.09
batch_test_1137,0.6220050032572549,1.83,1.267,0.793,7.95,17.21
batch_test_9841,0.6219833743193616,2.09,1.278,0.775,7.73,15.45
batch_test_1205,0.6219643363646308,2.089,1.389,0.763,9.17,17.83
batch_test_7738,0.621959142382999,1.849,1.317,0.76,9.44,19.0
batch_test_7336,0.6219306703319846,1.931,1.387,0.758,9.46,16.18
batch_test_3729,0.6219162809161827,1.941,1.369,0.849,9.03,22.26
batch_test_2763,0.6218813967259988,1.931,1.402,0.782,9.1,18.5
batch_test_4015,0.6218456284077644,1.988,1.308,0.731,6.65,12.4
batch_test_8948,0.6218280902755302,2.1,1.395,0.877,7.86,15.78
batch_test_7610,0.6218273648238115,2.02,1.384,0.821,9.53,18.44
batch_test_5876,0.6218234985166082,1.962,1.386,0.862,8.85,16.9
batch_test_1522,0.621818630662038,2.05,1.304,0.634,8.71,17.25
batch_test_1524,0.6218035751037156,1.819,1.194,0.832,7.88,16.97
batch_test_4438,0.621802132137583,1.797,1.33,0.759,8.82,17.74
batch_test_1784,0.621791189006062,1.959,1.37,0.806,9.42,18.33
batch_test_5882,0.6217849012959237,1.981,1.324,0.784,7.37,16.56
batch_test_2250,0.6217454908446625,1.828,1.287,0.716,8.63,17.91
batch_test_1743,0.6217094018414163,2.107,1.323,0.684,6.34,15.76
batch_test_2187,0.6216900732908448,2.021,1.428,0.746,8.83,17.49
batch_test_2096,0.6216596694111552,1.942,1.201,0.762,11.66,36.82
batch_test_1142,0.6216530799345046,2.01,1.513,0.797,9.35,17.25
batch_test_2881,0.6216505192856082,1.901,1.298,0.811,8.31,17.21
batch_test_9182,0.6216499483671746,1.854,1.264,0.749,8.42,16.62
batch_test_1038,0.6216180606762847,2.139,1.489,0.775,9.03,16.91
batch_test_7577,0.6216079241511787,2.096,1.444,0.799,7.44,16.36
batch_test_364,0.6215897795193284,1.885,1.319,0.723,12.18,23.53
batch_test_8466,0.621587423723588,1.889,1.326,0.866,12.53,31.76
batch_test_4231,0.621581068744323,1.861,1.333,0.812,8.51,18.96
batch_test_8066,0.6215808671207638,1.992,1.361,0.799,6.03,13.97
batch_test_3555,0.6215761284774034,1.839,1.28,0.795,7.43,15.13
batch_test_4504,0.6215676742847206,1.814,1.304,0.668,7.6,16.16
batch_test_7988,0.6215645529529313,1.764,1.393,0.682,10.24,18.16
batch_test_6307,0.6215534851284307,1.585,1.202,0.68,11.66,19.01
batch_test_9111,0.6215462069115083,2.166,1.517,0.853,9.08,23.91
batch_test_7510,0.6215385733833193,2.028,1.381,0.788,7.61,15.66
batch_test_4028,0.621520674236648,1.837,1.351,0.722,9.77,19.65
batch_test_4868,0.6215101356870701,1.99,1.366,0.748,9.9,21.0
batch_test_2929,0.6215004640570515,1.8,1.202,0.689,6.75,15.43
batch_test_4594,0.6214844989307696,1.665,1.187,0.803,8.73,17.67
batch_test_8581,0.6214773126385797,2.195,1.463,0.723,11.82,20.76
batch_test_6166,0.6214548630352503,1.804,1.309,0.759,6.08,12.81
batch_test_5150,0.62142962572804,1.963,1.338,0.685,7.33,13.89
batch_test_7238,0.6214293566025136,1.877,1.345,0.742,7.62,16.82
batch_test_5500,0.6214257914688819,1.842,1.407,0.767,9.09,18.3
batch_test_7689,0.6214257718584608,1.794,1.261,0.777,9.11,17.93
batch_test_9570,0.6214171428499461,2.14,1.516,0.871,10.43,35.83
batch_test_6804,0.6214068164498113,1.783,1.284,0.732,9.16,16.8
batch_test_1844,0.6214016370871484,1.977,1.323,0.745,9.55,18.31
batch_test_2360,0.6213985562516373,1.828,1.347,0.659,9.91,18.88
batch_test_7660,0.6213929119241287,2.063,1.395,0.738,10.24,21.17
batch_test_4763,0.6213421358052585,1.943,1.37,0.798,8.39,18.48
batch_test_8673,0.621340282051568,2.026,1.294,0.862,8.49,15.69
batch_test_6935,0.6213390087702992,1.848,1.291,0.721,7.95,19.8
batch_test_3953,0.6213374611118742,1.582,1.179,0.711,8.57,16.01
batch_test_3302,0.6213289802839732,2.167,1.496,0.777,8.27,25.44
batch_test_7456,0.621328863448171,2.012,1.394,0.805,8.66,19.84
batch_test_9487,0.6213271738713078,1.933,1.312,0.765,8.06,17.13
batch_test_9100,0.6213120713377175,1.889,1.331,0.818,9.06,18.99
batch_test_3733,0.6213100967795723,2.108,1.337,0.857,9.36,20.14
batch_test_4902,0.6212917184035318,1.996,1.51,0.843,9.55,23.3
batch_test_8945,0.6212870824926467,1.943,1.315,0.72,8.57,17.51
batch_test_1052,0.6212814538992889,2.25,1.457,0.768,8.08,15.48
batch_test_6227,0.6212422109977384,1.69,1.272,0.805,9.88,18.28
batch_test_3264,0.6212262596608732,1.95,1.384,0.819,10.69,21.03
batch_test_456,0.6212098839676189,1.947,1.347,0.689,8.35,15.98
batch_test_2634,0.6212088121345722,1.889,1.443,0.825,9.3,20.67
batch_test_3498,0.6211809475729803,1.94,1.47,0.83,8.59,16.28
batch_test_6342,0.6211799402687107,2.033,1.441,0.698,8.17,16.64
batch_test_1834,0.621159761032347,1.989,1.405,0.837,10.5,20.01
batch_test_9050,0.6211499405458187,1.946,1.386,0.845,9.32,18.34
batch_test_7333,0.6211455328626031,2.012,1.434,0.701,8.26,18.48
batch_test_4461,0.6211409065943174,1.891,1.33,0.7,7.06,15.1
batch_test_6725,0.6211345774188335,2.108,1.396,0.8,8.62,20.89
batch_test_2459,0.6211097624431511,1.8,1.283,0.648,8.95,18.89
batch_test_3137,0.6211050518386487,1.54,1.21,0.671,8.74,20.15
batch_test_538,0.6210729394268324,1.677,1.337,0.788,9.52,18.4
batch_test_7912,0.6210691347280062,2.258,1.379,0.612,8.35,16.07
batch_test_9424,0.6210579744791567,2.185,1.406,0.74,9.49,19.52
batch_test_1159,0.6210423833432019,2.363,1.638,0.768,11.77,24.91
batch_test_4433,0.6210396594441256,1.961,1.324,0.84,6.62,15.57
