epoch,hp_metric,loss,step,val_loss
9,,,6249,-8.166420936584473
10,,-7.739885330200195,6299,
10,,-7.908872604370117,6349,
10,,-8.833226203918457,6399,
10,,-8.316960334777832,6449,
10,,-7.710158824920654,6499,
10,,-7.521929740905762,6549,
10,,-9.796359062194824,6599,
10,,-9.837122917175293,6649,
10,,-6.920647621154785,6699,
10,,-9.420980453491211,6749,
10,,-8.002487182617188,6799,
10,,-7.939069747924805,6849,
,-8.377461433410645,,6875,
10,,,6874,-8.377461433410645
11,,-7.528346538543701,6899,
11,,-8.365172386169434,6949,
11,,-8.388134956359863,6999,
11,,-8.974623680114746,7049,
11,,-7.108173370361328,7099,
11,,-8.327169418334961,7149,
11,,-8.66252326965332,7199,
11,,-9.909639358520508,7249,
11,,-9.634153366088867,7299,
11,,-7.711052894592285,7349,
11,,-9.637228012084961,7399,
11,,-8.673933982849121,7449,
11,,-9.763230323791504,7499,
,-8.491515159606934,,7500,
11,,,7499,-8.491515159606934
12,,-9.388160705566406,7549,
12,,-9.063055038452148,7599,
12,,-7.114691257476807,7649,
12,,-10.320577621459961,7699,
12,,-8.061626434326172,7749,
12,,-8.68163776397705,7799,
12,,-8.177650451660156,7849,
12,,-8.226552963256836,7899,
12,,-8.260689735412598,7949,
12,,-10.333434104919434,7999,
12,,-7.140045166015625,8049,
12,,-9.55257511138916,8099,
,-8.647748947143555,,8125,
12,,,8124,-8.647748947143555
13,,-9.282575607299805,8149,
13,,-10.040868759155273,8199,
13,,-8.401269912719727,8249,
13,,-10.587688446044922,8299,
13,,-8.835418701171875,8349,
13,,-9.592260360717773,8399,
13,,-7.646935939788818,8449,
13,,-10.056404113769531,8499,
13,,-9.90082836151123,8549,
13,,-8.408994674682617,8599,
13,,-11.172911643981934,8649,
13,,-9.623865127563477,8699,
13,,-9.04041862487793,8749,
,-8.702217102050781,,8750,
13,,,8749,-8.702217102050781
14,,-9.009065628051758,8799,
14,,-9.091840744018555,8849,
14,,-10.65314769744873,8899,
14,,-9.272222518920898,8949,
