epoch,hp_metric,loss,step,val_loss
,29.404647827148438,,0,
0,,-1.1200947761535645,49,
0,,-0.7549777030944824,99,
0,,0.20439322292804718,149,
0,,-0.7864648103713989,199,
0,,0.3132752478122711,249,
0,,-1.9076014757156372,299,
0,,-1.8112584352493286,349,
0,,-2.4261767864227295,399,
0,,-0.5376993417739868,449,
0,,-2.3395986557006836,499,
0,,0.020757198333740234,549,
0,,0.31223711371421814,599,
0,,-1.2105649709701538,649,
0,,-3.2113187313079834,699,
0,,-2.255629777908325,749,
0,,0.8003263473510742,799,
0,,-1.7794959545135498,849,
0,,0.1951904445886612,899,
0,,-2.535416603088379,949,
0,,-2.8125863075256348,999,
0,,-2.613180160522461,1049,
0,,-2.9769082069396973,1099,
0,,-2.5137405395507812,1149,
0,,-3.956387519836426,1199,
0,,-2.495340585708618,1249,
0,,-0.6785533428192139,1299,
0,,0.647459089756012,1349,
0,,0.31524229049682617,1399,
0,,0.667657732963562,1449,
0,,-2.313076972961426,1499,
0,,-2.121445655822754,1549,
0,,-1.3805224895477295,1599,
0,,-3.4852349758148193,1649,
0,,-0.6117232441902161,1699,
0,,-3.053391933441162,1749,
0,,-0.46465784311294556,1799,
0,,-3.9699926376342773,1849,
0,,-1.4658225774765015,1899,
0,,-2.776564836502075,1949,
0,,-2.490861654281616,1999,
0,,-0.8148894906044006,2049,
0,,0.015613183379173279,2099,
0,,0.2622390389442444,2149,
0,,-1.1215486526489258,2199,
0,,-0.7145938873291016,2249,
0,,-2.4463207721710205,2299,
0,,-0.6473629474639893,2349,
0,,-2.9663314819335938,2399,
0,,-4.503608703613281,2449,
0,,-1.5106450319290161,2499,
,-2.0052826404571533,,2500,
0,,,2499,-2.0052826404571533
1,,-2.1542983055114746,2549,
1,,-5.378568649291992,2599,
1,,-1.9756889343261719,2649,
1,,-5.460210800170898,2699,
1,,-0.42613881826400757,2749,
1,,-0.5645688772201538,2799,
1,,-1.5815590620040894,2849,
1,,-2.6157758235931396,2899,
1,,-0.7933986783027649,2949,
1,,-3.8358492851257324,2999,
1,,-2.2766618728637695,3049,
1,,-1.8681597709655762,3099,
1,,0.029249876737594604,3149,
1,,-2.9058234691619873,3199,
1,,-4.68575382232666,3249,
1,,-1.804450273513794,3299,
1,,-1.3244225978851318,3349,
1,,-2.441344738006592,3399,
1,,-0.6417306661605835,3449,
1,,-4.472702980041504,3499,
1,,-3.9997220039367676,3549,
1,,-2.3097686767578125,3599,
1,,-1.1067290306091309,3649,
1,,-1.923084020614624,3699,
1,,-2.8438663482666016,3749,
1,,-1.478273630142212,3799,
1,,0.5220140814781189,3849,
1,,-3.7902956008911133,3899,
1,,-1.7022804021835327,3949,
1,,-2.6276307106018066,3999,
1,,-2.482381820678711,4049,
1,,-2.520613670349121,4099,
1,,-2.921719551086426,4149,
1,,-2.3946781158447266,4199,
1,,-3.947514772415161,4249,
1,,0.3457688093185425,4299,
1,,-6.601001739501953,4349,
1,,-1.6355253458023071,4399,
1,,-2.0173423290252686,4449,
1,,-3.0182580947875977,4499,
1,,-0.6821449995040894,4549,
1,,-2.3745229244232178,4599,
1,,-0.3242221474647522,4649,
1,,-4.105638027191162,4699,
1,,-4.194491863250732,4749,
1,,-2.1494252681732178,4799,
1,,-0.693061351776123,4849,
1,,-2.485837459564209,4899,
1,,-0.7103961110115051,4949,
1,,-1.7939746379852295,4999,
,-2.2080836296081543,,5000,
1,,,4999,-2.2080836296081543
2,,-3.0020456314086914,5049,
2,,-2.1592249870300293,5099,
2,,-4.184236526489258,5149,
2,,-2.4763128757476807,5199,
2,,-2.5693612098693848,5249,
2,,-1.5396513938903809,5299,
2,,-5.069016456604004,5349,
2,,-6.4900126457214355,5399,
2,,-1.0523977279663086,5449,
2,,-4.162232398986816,5499,
2,,-2.2393012046813965,5549,
2,,-0.2621358633041382,5599,
2,,-3.7005438804626465,5649,
2,,-4.8319268226623535,5699,
2,,-4.07298469543457,5749,
2,,-0.05408414453268051,5799,
