Run_ID,Performance_Score,Raw_PESQ_NB,Raw_PESQ_WB,Raw_STOI,Raw_SINR,Raw_SIR
batch_test_4224,0.6414565403498058,2.075,1.386,0.722,6.49,15.89
batch_test_3044,0.6414553927513928,2.136,1.448,0.581,8.91,20.11
batch_test_6561,0.6414348139123478,1.92,1.326,0.644,7.66,19.81
batch_test_4797,0.6414288452809265,1.925,1.355,0.711,6.22,15.78
batch_test_8230,0.6414228430177709,1.853,1.281,0.678,6.39,14.17
batch_test_5674,0.6414078006231163,1.932,1.33,0.747,6.86,19.45
batch_test_7651,0.6414035374592584,1.899,1.351,0.726,8.59,25.92
batch_test_5026,0.6413977253159093,1.909,1.383,0.697,8.16,17.89
batch_test_8202,0.6413922062032381,1.873,1.368,0.686,6.51,16.06
batch_test_3734,0.6413780513141021,2.045,1.431,0.755,8.11,24.19
batch_test_9469,0.641355195829364,1.934,1.418,0.639,7.61,18.68
batch_test_1969,0.6413529191503129,1.799,1.283,0.697,4.63,17.2
batch_test_2859,0.641332665068585,2.054,1.387,0.788,8.01,18.94
batch_test_8069,0.6412643809007185,2.047,1.402,0.691,7.11,17.51
batch_test_3452,0.6412411582913341,2.002,1.452,0.66,7.47,19.7
batch_test_4565,0.6412203422142452,2.289,1.48,0.785,8.39,18.45
batch_test_5903,0.641205474330641,2.3,1.62,0.797,9.01,22.38
batch_test_5778,0.6412007090328335,1.937,1.422,0.637,6.66,14.01
batch_test_5417,0.6411505485517172,1.899,1.38,0.595,7.59,19.46
batch_test_5111,0.6411416978488345,1.891,1.347,0.673,9.71,21.96
batch_test_9922,0.6411323748068972,2.011,1.427,0.71,7.42,19.93
batch_test_6739,0.6410654146594813,1.841,1.273,0.613,8.25,19.4
batch_test_2629,0.641061064672448,2.085,1.393,0.775,4.86,12.0
batch_test_5889,0.6410512763317482,2.302,1.65,0.698,8.13,19.5
batch_test_2876,0.6410262595890761,2.157,1.46,0.726,7.36,16.81
batch_test_9984,0.6410135051603558,1.855,1.416,0.736,6.69,19.86
batch_test_8223,0.6409944936914331,1.828,1.363,0.655,6.46,15.81
batch_test_1902,0.6409803317669236,2.161,1.311,0.763,5.71,17.53
batch_test_8425,0.6409656256842865,2.281,1.499,0.677,6.52,15.19
batch_test_1069,0.6409465322055211,1.676,1.259,0.72,5.38,11.42
batch_test_9643,0.6409237095737992,1.749,1.27,0.757,5.11,16.35
batch_test_634,0.6409148657902317,2.045,1.354,0.578,8.48,18.43
batch_test_7146,0.6409077306104075,1.946,1.337,0.724,6.99,16.15
batch_test_7742,0.640875055991642,1.931,1.315,0.796,5.17,13.05
batch_test_1267,0.6408680884745951,1.943,1.36,0.745,10.4,27.19
batch_test_7029,0.640864189790793,1.879,1.255,0.646,5.57,15.2
batch_test_9586,0.6407994644746056,2.279,1.541,0.761,9.59,29.06
batch_test_7868,0.6407985059653426,1.9,1.339,0.734,5.98,20.0
batch_test_5975,0.6407957297660011,1.81,1.302,0.707,5.53,16.27
batch_test_9790,0.640785389019745,1.898,1.34,0.727,6.28,18.66
batch_test_3702,0.6407521377592125,1.844,1.409,0.734,7.58,16.62
batch_test_8523,0.6407344320151449,1.937,1.411,0.708,8.6,20.56
batch_test_834,0.6407278325464919,2.068,1.457,0.779,9.18,19.88
batch_test_2027,0.6406988243395376,2.105,1.453,0.761,5.54,13.53
batch_test_7588,0.6406978156742772,2.077,1.487,0.668,8.29,21.27
batch_test_6036,0.6406822822951637,2.143,1.52,0.68,6.82,17.7
batch_test_9494,0.6406770016797273,1.852,1.387,0.78,10.51,24.57
batch_test_3427,0.6406264282382443,2.321,1.468,0.769,11.12,24.13
batch_test_4010,0.6406052374936149,1.855,1.31,0.788,5.79,14.01
batch_test_7440,0.6406048219751062,1.806,1.345,0.596,5.86,15.33
batch_test_2051,0.6406030461651328,1.957,1.341,0.644,6.07,15.82
batch_test_6632,0.6406018117205667,1.843,1.333,0.797,6.26,15.77
batch_test_9646,0.6405889014193507,2.204,1.5,0.76,6.77,18.88
batch_test_6743,0.6405831940879039,1.895,1.366,0.751,7.15,17.74
batch_test_4819,0.6405662412886138,2.238,1.418,0.824,6.52,16.59
batch_test_6930,0.6405648844248562,1.802,1.244,0.77,6.88,17.68
batch_test_9162,0.640525232001618,1.941,1.391,0.716,5.59,12.51
batch_test_8668,0.6405064880037004,2.087,1.556,0.744,6.99,14.84
batch_test_3337,0.6404994202239672,2.259,1.503,0.784,7.79,19.86
batch_test_5378,0.6404945457899273,1.915,1.357,0.658,8.72,18.57
batch_test_8925,0.6404914486610489,2.071,1.437,0.746,6.56,17.24
batch_test_1585,0.6404336501434333,2.019,1.431,0.726,8.4,19.82
batch_test_3210,0.6404306856076746,1.988,1.351,0.769,5.0,15.46
batch_test_7229,0.6404216822528641,1.86,1.215,0.623,8.68,20.23
batch_test_3053,0.6404189100539462,2.124,1.321,0.694,6.96,19.19
batch_test_4460,0.6404015278798524,1.964,1.441,0.642,7.94,18.9
batch_test_6604,0.6403993139624785,1.876,1.338,0.587,6.33,16.78
batch_test_6616,0.6403978105562864,2.22,1.456,0.635,7.53,21.68
batch_test_4436,0.6403972876735433,2.054,1.417,0.679,6.37,17.14
batch_test_7929,0.6403958415391153,1.789,1.296,0.745,5.49,16.67
batch_test_4392,0.6403945965195457,1.776,1.256,0.734,5.68,17.95
batch_test_4709,0.6403902183370171,2.13,1.504,0.722,7.82,18.6
batch_test_9914,0.6403453082156639,1.974,1.413,0.682,7.22,14.33
batch_test_9436,0.6403423984231668,2.223,1.55,0.713,7.17,20.5
batch_test_4580,0.6403313372092961,1.595,1.191,0.635,7.18,16.46
batch_test_2849,0.6402794838728022,2.177,1.404,0.729,8.27,20.8
batch_test_7691,0.6402538786568327,1.877,1.345,0.67,5.67,13.6
batch_test_8635,0.6402382595887915,2.33,1.535,0.748,6.17,16.31
batch_test_9199,0.640234814413824,1.842,1.313,0.642,7.13,17.24
batch_test_7672,0.6402122267013716,2.308,1.674,0.829,8.13,22.86
batch_test_6958,0.6401943724684698,2.06,1.502,0.695,11.17,24.43
batch_test_4167,0.6401664746629052,2.228,1.499,0.789,9.56,20.43
batch_test_9975,0.6401642877890709,2.08,1.405,0.669,9.27,18.97
batch_test_2215,0.6401616942690685,2.036,1.326,0.642,7.7,23.65
batch_test_838,0.6401434419357209,1.947,1.268,0.698,6.05,19.77
batch_test_2579,0.6401092833890045,1.693,1.238,0.68,7.88,17.54
batch_test_6152,0.6400998630428341,2.083,1.525,0.713,8.4,18.47
batch_test_7231,0.6400882742293764,1.904,1.31,0.692,7.75,17.51
batch_test_7118,0.6400650966994481,2.148,1.502,0.745,7.53,20.2
batch_test_1103,0.6400636997281683,2.037,1.437,0.605,7.63,17.45
batch_test_4701,0.640059528651285,1.756,1.271,0.655,6.52,17.96
batch_test_524,0.6399982975755935,1.677,1.199,0.716,6.33,14.59
batch_test_1630,0.6399924957224559,1.826,1.342,0.639,7.3,18.09
batch_test_7695,0.6399730166646751,2.008,1.397,0.703,7.02,17.36
batch_test_3924,0.6399704886560834,1.83,1.362,0.705,6.47,14.63
batch_test_7110,0.6399606839792938,2.095,1.311,0.66,7.88,18.65
batch_test_901,0.6399604493086969,1.865,1.337,0.743,6.35,20.31
batch_test_6556,0.639922392843557,1.974,1.4,0.745,5.51,14.53
batch_test_7690,0.6399137951136724,1.809,1.406,0.655,7.69,17.01
batch_test_491,0.6399062387685122,1.959,1.336,0.727,6.92,16.37
batch_test_5527,0.6399017211362189,2.084,1.432,0.693,6.8,20.06
batch_test_9124,0.6398879661616195,1.861,1.355,0.68,6.89,15.79
batch_test_623,0.6398808911354328,1.859,1.337,0.694,12.16,26.05
batch_test_1625,0.6398704437900355,1.919,1.353,0.643,7.21,17.48
batch_test_1004,0.6398671189994175,2.022,1.293,0.701,6.27,15.45
batch_test_7102,0.6398545512083845,1.724,1.331,0.677,7.28,17.16
batch_test_4512,0.6398490874437897,1.802,1.369,0.765,6.19,17.51
batch_test_6522,0.6397817287688012,2.152,1.542,0.721,6.9,14.42
batch_test_9425,0.6397763925924215,2.097,1.45,0.701,11.1,33.76
batch_test_8270,0.639772225525061,1.873,1.316,0.727,6.07,14.21
batch_test_7743,0.63976951201136,2.089,1.464,0.812,6.68,19.92
batch_test_1718,0.639757675595624,1.795,1.319,0.731,6.74,14.66
batch_test_7927,0.6397522771807959,1.951,1.37,0.671,6.47,17.0
batch_test_2672,0.6397519918119937,1.891,1.453,0.68,10.84,28.58
batch_test_5179,0.6397391926046309,1.749,1.323,0.599,7.56,18.18
batch_test_8436,0.6397046303218106,1.986,1.385,0.577,8.44,18.03
batch_test_6398,0.6396990021575668,1.94,1.387,0.748,6.01,16.87
batch_test_6444,0.6396725729129006,1.999,1.43,0.78,6.46,18.75
batch_test_4455,0.6396602135941749,1.909,1.354,0.763,7.75,17.68
batch_test_6521,0.6396563184742515,1.834,1.324,0.688,7.9,17.45
batch_test_1899,0.6396334956838375,2.501,1.586,0.788,8.07,18.71
batch_test_9503,0.6396239988515785,1.997,1.327,0.692,6.47,18.07
batch_test_3303,0.6396127131835376,2.14,1.443,0.741,6.81,16.94
batch_test_5593,0.6396016983785072,1.816,1.332,0.636,7.96,19.42
batch_test_3199,0.6395848713470844,2.128,1.479,0.706,7.28,17.75
batch_test_6730,0.6395763012228656,1.849,1.385,0.723,8.5,19.41
batch_test_6336,0.639516543796849,2.212,1.532,0.553,6.78,16.45
batch_test_436,0.6395151161844632,1.938,1.302,0.769,7.25,19.3
batch_test_9531,0.6395093547071116,1.951,1.422,0.795,7.83,17.88
batch_test_5731,0.6394901058871739,1.82,1.41,0.698,8.25,19.22
batch_test_3478,0.6394872390331735,1.976,1.366,0.684,8.17,19.76
batch_test_6235,0.6394661568103142,2.163,1.517,0.774,5.84,16.08
batch_test_5508,0.6394439773178696,2.067,1.395,0.702,7.15,20.92
batch_test_9798,0.6394352317135572,2.046,1.452,0.833,7.04,16.81
batch_test_7859,0.6394348552391163,1.856,1.374,0.624,7.24,16.85
batch_test_3810,0.6393846042670974,2.119,1.498,0.72,8.31,16.96
batch_test_2252,0.6393694083524607,2.146,1.57,0.593,8.89,17.62
batch_test_7486,0.6393516814371022,1.946,1.384,0.749,7.33,20.76
batch_test_4806,0.6393266558151876,2.072,1.39,0.769,6.42,19.21
batch_test_8790,0.6393133558555826,1.967,1.388,0.672,9.27,21.55
batch_test_4571,0.6392973475417052,1.95,1.395,0.702,7.01,15.82
batch_test_2348,0.6392838017730909,2.38,1.556,0.763,9.84,29.78
batch_test_5495,0.6392810293248926,1.768,1.317,0.703,7.68,18.3
batch_test_7807,0.6392727603391303,2.029,1.321,0.749,6.37,16.69
batch_test_1296,0.6392560858511169,1.963,1.384,0.741,7.92,19.78
batch_test_958,0.6392554159637593,2.223,1.485,0.797,9.64,28.11
batch_test_1253,0.6392534918252045,2.178,1.408,0.721,11.93,28.58
batch_test_6321,0.6392235321596413,2.353,1.597,0.756,10.66,23.1
batch_test_5816,0.6392107800747858,2.0,1.36,0.664,7.12,16.61
batch_test_3227,0.6391882049946995,1.944,1.383,0.531,8.43,16.61
batch_test_2861,0.6391482481193925,2.523,1.522,0.805,8.56,28.87
batch_test_1555,0.6391130231116987,2.059,1.461,0.786,7.08,18.99
batch_test_1362,0.6391073554397634,1.763,1.194,0.682,4.48,16.14
batch_test_1653,0.6391035408669427,1.851,1.415,0.773,5.89,14.99
batch_test_4470,0.639094632685941,2.035,1.419,0.756,6.47,14.16
batch_test_855,0.6390651055798522,1.937,1.359,0.779,6.89,15.71
batch_test_9092,0.6390534549039912,1.705,1.362,0.65,7.44,15.06
batch_test_7555,0.6390413477865683,1.928,1.361,0.744,6.49,15.7
batch_test_4525,0.6390181308787211,2.068,1.444,0.811,6.1,17.74
batch_test_431,0.6390165277142167,1.916,1.337,0.696,6.5,19.88
batch_test_3580,0.6390152156505018,1.851,1.397,0.77,6.08,13.67
batch_test_5799,0.6390037100535477,2.185,1.54,0.722,6.54,17.85
batch_test_9102,0.6389933328723237,1.945,1.3,0.777,6.14,15.95
batch_test_2922,0.6389698896012665,1.953,1.399,0.749,6.27,17.08
batch_test_1387,0.6389402085584566,2.008,1.41,0.756,6.63,16.65
batch_test_094,0.6389309991144543,1.846,1.289,0.661,7.1,15.51
batch_test_9690,0.6389174162365989,2.134,1.43,0.712,7.47,18.69
batch_test_6712,0.6388987998269876,1.851,1.394,0.808,5.97,14.84
batch_test_4980,0.638891119358924,2.1,1.512,0.647,7.07,15.76
batch_test_8696,0.6388889284893327,1.933,1.439,0.686,7.34,16.9
batch_test_2228,0.6388133306224892,1.945,1.423,0.739,7.76,18.16
batch_test_1829,0.6387646405586962,1.731,1.27,0.709,8.17,17.66
batch_test_7857,0.6387633108088824,1.996,1.296,0.682,6.8,17.11
batch_test_7535,0.6387577072962585,2.549,1.651,0.854,9.69,28.3
batch_test_5702,0.6387142775876136,1.977,1.417,0.803,8.51,21.89
batch_test_3731,0.638699510503585,1.864,1.419,0.677,8.97,17.69
batch_test_9030,0.6386845910576993,2.088,1.419,0.712,5.53,16.19
batch_test_9993,0.6386757875156864,1.987,1.331,0.625,7.63,20.38
batch_test_3059,0.6386670202944489,2.045,1.332,0.674,9.16,21.95
batch_test_8401,0.6386510660565414,1.971,1.38,0.662,7.99,17.27
batch_test_4555,0.6386344904193537,2.146,1.363,0.768,5.89,14.1
batch_test_2547,0.638626803961396,1.946,1.37,0.695,7.38,22.21
batch_test_3726,0.6385902501549864,2.053,1.419,0.765,7.19,22.82
batch_test_4258,0.6385868381493541,2.607,1.497,0.847,10.42,23.38
batch_test_1295,0.6385593856726175,1.795,1.301,0.723,5.79,13.95
batch_test_6139,0.6385288112385521,2.051,1.367,0.737,5.07,15.11
batch_test_8768,0.6385196713601541,1.867,1.388,0.675,8.05,18.14
batch_test_9869,0.6385163537514983,2.207,1.576,0.826,7.55,16.45
batch_test_682,0.6384911233142684,1.924,1.353,0.765,6.3,16.35
batch_test_2619,0.6384473721541225,2.041,1.477,0.716,8.44,21.6
batch_test_4119,0.6384061022648434,1.788,1.31,0.688,7.89,17.23
batch_test_4193,0.6384029819287514,2.032,1.307,0.677,6.45,15.1
batch_test_3202,0.6383991668366541,1.828,1.303,0.639,7.18,19.61
batch_test_5276,0.6383783535417147,2.003,1.405,0.652,7.66,19.3
batch_test_7952,0.6383765836058108,1.994,1.4,0.743,7.77,22.68
batch_test_035,0.6383373798960907,1.683,1.255,0.636,7.52,21.15
batch_test_5815,0.6383160502420799,1.855,1.284,0.777,7.17,18.16
batch_test_4288,0.6383063650712893,1.898,1.359,0.681,6.15,14.53
batch_test_3666,0.638289028293628,2.148,1.376,0.759,7.77,19.42
batch_test_9079,0.6382578587230987,2.023,1.433,0.729,7.39,17.8
batch_test_7999,0.6382264389175599,2.137,1.442,0.753,10.63,27.41
batch_test_9595,0.6382133788350698,2.146,1.518,0.713,8.12,17.19
batch_test_2600,0.6382052123260411,2.056,1.461,0.768,6.49,17.26
batch_test_1911,0.638180682027135,2.232,1.647,0.805,7.13,25.38
batch_test_6265,0.6381742366401044,1.902,1.373,0.698,6.96,16.7
batch_test_1678,0.6381568208593118,2.052,1.479,0.727,5.26,12.7
batch_test_7961,0.6381434062762488,1.974,1.44,0.729,9.95,22.2
batch_test_5165,0.6381014725250478,1.905,1.4,0.704,7.47,15.37
batch_test_628,0.6381001415554141,2.222,1.555,0.821,9.36,32.28
batch_test_6163,0.6380812318204099,1.929,1.364,0.746,6.57,17.91
batch_test_5767,0.6380699274564483,2.03,1.402,0.774,6.89,19.17
batch_test_6087,0.6380553467067358,1.835,1.257,0.702,5.31,13.09
batch_test_8290,0.6380524078590981,2.276,1.387,0.716,7.23,19.45
batch_test_2318,0.6380351772390536,1.864,1.346,0.716,7.36,19.18
batch_test_2067,0.6380035901722327,1.961,1.333,0.752,6.18,17.47
batch_test_2592,0.6379999427193483,1.884,1.339,0.68,7.06,16.67
batch_test_7491,0.637995164272618,2.202,1.445,0.765,7.34,16.82
batch_test_9259,0.6379930975217923,2.029,1.404,0.705,6.08,16.54
batch_test_6071,0.637988716721113,1.929,1.427,0.772,6.22,17.76
batch_test_6780,0.6379865096383242,1.906,1.298,0.667,5.72,15.45
batch_test_4397,0.6379304720974174,2.175,1.523,0.778,5.38,16.46
batch_test_7782,0.6379112210324204,2.001,1.387,0.592,8.41,21.65
batch_test_2613,0.6378812835825435,1.949,1.311,0.801,6.48,16.19
batch_test_7897,0.637871759610593,2.239,1.487,0.676,6.65,19.51
batch_test_2523,0.6378559567722668,2.442,1.573,0.85,9.04,29.91
batch_test_9150,0.6378441922912214,2.131,1.497,0.751,8.22,25.42
batch_test_6665,0.6377980470846597,1.903,1.421,0.701,7.22,19.48
batch_test_141,0.6377861084177587,2.034,1.454,0.674,8.04,19.32
batch_test_1455,0.6377320827430784,1.745,1.346,0.704,8.23,17.56
batch_test_1537,0.6377293274010903,2.255,1.543,0.821,7.04,18.19
batch_test_9127,0.6377219905220746,1.844,1.371,0.717,7.27,17.27
batch_test_8700,0.637706029026423,1.825,1.296,0.697,5.85,16.32
batch_test_1142,0.6376754119169781,2.043,1.498,0.727,7.17,16.77
batch_test_9802,0.6376597534172972,1.896,1.336,0.675,6.94,17.39
batch_test_8914,0.6376539181689737,1.964,1.348,0.741,6.09,17.34
batch_test_3522,0.6376513811129929,1.694,1.226,0.715,5.35,15.05
batch_test_9261,0.6376439089575935,1.897,1.37,0.687,6.47,16.13
batch_test_2930,0.6376411206647525,2.143,1.377,0.82,6.78,20.42
batch_test_229,0.6376329009338185,1.84,1.396,0.689,5.92,15.3
batch_test_1740,0.6376232513352535,1.824,1.469,0.732,7.32,19.91
batch_test_9253,0.6376121563451781,2.02,1.477,0.674,5.49,13.01
batch_test_2669,0.6376065568961516,2.144,1.373,0.788,6.14,14.43
batch_test_6169,0.6376036182107955,2.178,1.448,0.799,11.57,31.28
batch_test_4919,0.6376024367244278,2.094,1.543,0.664,10.98,27.75
batch_test_2426,0.6375883134378459,2.016,1.333,0.791,7.57,19.14
batch_test_6711,0.637580782893315,2.001,1.272,0.629,7.26,15.8
batch_test_2299,0.6375800267534603,1.795,1.296,0.611,7.42,19.91
batch_test_1744,0.6375714977849539,1.747,1.359,0.782,7.69,17.72
batch_test_1580,0.6375390012011778,1.83,1.377,0.746,6.23,16.0
batch_test_3762,0.6375385378689702,1.788,1.309,0.712,5.21,15.44
batch_test_1762,0.6375234719011608,2.233,1.461,0.771,8.03,21.28
batch_test_1410,0.6375225670021076,1.808,1.3,0.716,6.44,14.95
batch_test_2480,0.6375203636023419,1.82,1.33,0.665,7.24,17.3
batch_test_7501,0.6375183386156928,1.851,1.367,0.791,7.6,18.48
batch_test_9464,0.6375167170853732,2.159,1.482,0.661,5.96,14.96
batch_test_6680,0.6375025698486037,1.955,1.451,0.64,7.71,17.66
batch_test_1286,0.6375019710007958,2.035,1.436,0.744,5.26,16.44
batch_test_8754,0.637482245619021,2.126,1.316,0.742,11.98,22.68
batch_test_2739,0.6374061157736646,2.29,1.445,0.799,6.95,19.35
batch_test_022,0.6373969187662912,2.024,1.387,0.657,7.86,18.09
batch_test_596,0.6373895149387567,1.609,1.246,0.645,8.08,15.82
batch_test_3084,0.6373815698495133,1.869,1.447,0.726,7.17,14.99
batch_test_4045,0.6373540556150862,1.87,1.297,0.712,6.66,14.71
batch_test_135,0.6373229248583645,1.997,1.403,0.699,11.96,31.47
batch_test_5345,0.6373147051568295,1.653,1.322,0.615,7.91,18.64
batch_test_3442,0.637310511748972,1.993,1.535,0.723,11.16,28.41
batch_test_6748,0.6372743001542149,1.831,1.27,0.706,7.24,17.99
batch_test_9017,0.637259197806542,1.967,1.342,0.704,6.34,17.83
batch_test_076,0.6372484594382094,2.032,1.561,0.807,10.61,24.25
batch_test_1941,0.6372447913204692,2.109,1.432,0.679,7.23,16.03
batch_test_4312,0.6372279668333898,1.85,1.311,0.632,7.34,21.41
batch_test_5655,0.6371860947128164,1.991,1.369,0.803,5.36,10.54
batch_test_6033,0.6371723017088524,2.097,1.407,0.717,6.21,15.22
batch_test_1048,0.6371697982676869,1.755,1.268,0.718,6.85,16.32
batch_test_331,0.6371682453318868,1.908,1.417,0.687,8.13,18.94
batch_test_9870,0.6371234962858843,1.771,1.241,0.693,6.49,15.32
batch_test_8419,0.6371191104119042,1.915,1.33,0.726,5.05,12.33
batch_test_9234,0.637111781100303,1.64,1.178,0.731,7.19,15.69
batch_test_4458,0.6370975183112162,1.863,1.356,0.779,7.26,19.16
batch_test_6399,0.6370759468214989,1.917,1.417,0.682,8.59,21.43
batch_test_3509,0.6370585215979885,1.987,1.359,0.662,7.56,20.81
batch_test_2691,0.6370504913481,2.221,1.426,0.641,8.14,17.57
batch_test_8637,0.6370311550576733,1.795,1.266,0.614,7.07,18.46
batch_test_7222,0.6370137852810468,2.13,1.382,0.658,8.97,19.53
batch_test_3837,0.63701057635138,1.943,1.379,0.771,6.29,20.73
batch_test_7702,0.6369907299816686,2.039,1.307,0.713,6.26,18.55
batch_test_776,0.6369819992800593,2.227,1.418,0.748,8.67,18.01
batch_test_3978,0.6369269830533815,2.418,1.585,0.857,9.61,26.47
batch_test_1866,0.6369026658926802,2.066,1.449,0.752,6.69,16.44
batch_test_8659,0.6368236355921492,2.076,1.412,0.816,6.58,14.79
batch_test_9658,0.6368011119504035,2.324,1.71,0.806,6.1,14.31
batch_test_2192,0.6367914319200362,1.893,1.353,0.741,5.7,14.98
batch_test_613,0.6367475235631956,1.855,1.344,0.678,7.27,17.45
batch_test_2862,0.6367470085690248,1.828,1.312,0.779,6.51,16.23
batch_test_522,0.6367309075735623,2.104,1.304,0.738,6.09,15.18
batch_test_7861,0.6367278643659781,1.74,1.305,0.649,7.13,16.66
batch_test_9511,0.6367236046508576,1.975,1.485,0.757,6.61,15.47
batch_test_150,0.6367234688621219,2.231,1.525,0.783,7.82,21.2
batch_test_5228,0.6366900749799077,1.832,1.324,0.775,6.44,15.75
batch_test_6685,0.6366799544927857,2.353,1.611,0.868,8.25,18.82
batch_test_1548,0.6366301755299931,1.799,1.232,0.644,7.21,18.32
batch_test_5453,0.6366260282121159,1.878,1.315,0.728,5.05,14.67
batch_test_5943,0.6366151340957436,2.603,1.497,0.803,9.82,25.22
batch_test_4907,0.636609702644564,2.351,1.598,0.844,8.72,20.36
batch_test_2653,0.6366039451434187,1.91,1.365,0.676,7.85,16.48
batch_test_6417,0.6365944216388382,1.863,1.464,0.702,9.93,24.37
batch_test_5113,0.636594178852627,2.019,1.431,0.672,6.64,16.84
batch_test_6533,0.6365816530104311,2.008,1.413,0.739,6.05,17.47
batch_test_7551,0.6365588064514291,1.907,1.34,0.684,7.79,18.14
batch_test_5275,0.6365451906486921,2.122,1.447,0.736,5.83,15.88
batch_test_9686,0.6365340690017207,1.704,1.221,0.624,5.65,13.85
batch_test_3526,0.6365055340669725,1.906,1.291,0.725,6.13,16.2
batch_test_8153,0.6364954863480403,1.987,1.486,0.778,5.97,15.87
batch_test_4726,0.6364869241674627,1.567,1.178,0.6,7.46,18.66
batch_test_3905,0.6364712943603965,1.798,1.375,0.62,7.18,17.31
batch_test_3444,0.6364463246761994,1.968,1.316,0.656,6.57,15.22
batch_test_9068,0.6364408286131649,1.932,1.381,0.659,6.39,14.69
batch_test_4777,0.6364396021751014,2.042,1.438,0.758,6.77,16.12
batch_test_6015,0.6364368108504496,2.158,1.479,0.784,8.37,18.31
batch_test_8686,0.6364261280265917,1.968,1.376,0.73,6.73,15.13
batch_test_1742,0.6364234308466943,1.848,1.329,0.712,6.4,17.06
batch_test_5168,0.6364122740276129,2.247,1.488,0.653,8.78,22.84
batch_test_6866,0.6363600256858095,1.804,1.294,0.715,7.17,17.39
batch_test_6108,0.6363565444124486,2.186,1.324,0.771,6.39,21.02
batch_test_9364,0.6363446985065454,1.937,1.37,0.549,7.83,16.23
batch_test_4142,0.6363364326772195,1.918,1.359,0.662,7.95,20.17
batch_test_7829,0.63631843311938,1.877,1.283,0.75,6.82,19.71
batch_test_5858,0.6362968980108503,2.238,1.467,0.598,7.45,18.1
batch_test_5300,0.6362905032573247,2.028,1.432,0.738,8.61,19.14
batch_test_6042,0.6362614163604523,2.011,1.34,0.77,6.3,16.16
batch_test_6558,0.6362494273118476,2.229,1.416,0.787,7.5,19.1
batch_test_8030,0.6362410903901563,1.844,1.376,0.714,5.58,16.84
batch_test_4348,0.6362365335135595,1.791,1.317,0.658,6.9,16.14
batch_test_8856,0.6362231466477407,1.782,1.296,0.783,7.5,19.21
batch_test_2883,0.6362193403069778,1.717,1.211,0.744,7.06,19.0
batch_test_7490,0.6362032019250604,2.078,1.466,0.715,7.91,17.91
batch_test_5698,0.6361995586766223,1.994,1.469,0.781,5.81,13.57
batch_test_7459,0.6361930291883995,1.831,1.203,0.718,5.09,12.22
batch_test_7494,0.6361803950010961,1.861,1.379,0.62,9.11,23.41
batch_test_2351,0.6361632501678287,2.017,1.419,0.744,5.85,15.4
batch_test_8793,0.6361619467190257,1.988,1.357,0.734,7.09,19.63
batch_test_2803,0.6361341069054834,1.999,1.307,0.737,5.19,17.28
batch_test_2202,0.6361043012952928,1.853,1.514,0.851,6.4,12.52
batch_test_4597,0.6360916816875405,1.959,1.381,0.741,6.49,17.87
batch_test_1965,0.6360798579800999,1.856,1.445,0.656,7.71,17.8
batch_test_3515,0.6360739452691617,1.953,1.33,0.59,7.79,18.36
batch_test_1676,0.6360706081869014,1.946,1.416,0.502,9.09,22.58
batch_test_9681,0.6360355474088827,1.915,1.454,0.717,12.18,27.34
batch_test_5829,0.6360293759965888,2.212,1.435,0.721,6.85,17.94
batch_test_5045,0.6360292336909498,2.062,1.453,0.628,6.89,16.66
batch_test_4517,0.6360269806893246,1.76,1.253,0.69,7.52,15.08
batch_test_763,0.6360204128966399,2.213,1.496,0.764,6.58,16.44
batch_test_4959,0.6360104217245516,1.967,1.306,0.703,7.36,17.16
batch_test_6177,0.6360057849249979,1.896,1.44,0.708,6.35,15.37
batch_test_7449,0.6360054407876076,1.709,1.221,0.69,6.88,16.44
batch_test_5000,0.6360011101133706,1.935,1.433,0.602,6.5,16.21
batch_test_9235,0.6360008317506787,2.068,1.476,0.764,6.55,13.91
batch_test_7201,0.635983341095069,1.719,1.278,0.698,7.01,16.65
batch_test_8328,0.6359754939427416,1.791,1.37,0.701,6.73,17.69
batch_test_9543,0.6359687766492432,2.032,1.418,0.73,7.07,16.72
batch_test_740,0.6359558328735998,2.214,1.396,0.671,7.44,18.24
batch_test_5546,0.6359517421848245,1.994,1.323,0.619,6.85,18.16
batch_test_9027,0.6359445528550074,1.752,1.263,0.663,8.18,23.17
batch_test_3649,0.6359235543209546,2.422,1.531,0.697,12.15,22.15
batch_test_2975,0.6359076512130393,1.982,1.44,0.733,7.97,18.53
batch_test_1759,0.6358976146491494,2.19,1.408,0.738,6.1,18.97
batch_test_3877,0.6358947557759931,2.139,1.378,0.769,6.64,17.29
batch_test_8820,0.6358707284789784,2.02,1.457,0.768,5.78,16.65
batch_test_2146,0.6358273151916914,1.887,1.351,0.643,6.94,15.52
batch_test_626,0.6358262655822827,1.902,1.2,0.704,5.16,15.54
batch_test_3483,0.6357952918344378,1.915,1.406,0.77,6.6,18.02
batch_test_6817,0.6357855932896298,1.884,1.394,0.791,6.37,17.04
batch_test_6987,0.6357719824424957,2.081,1.478,0.738,7.68,21.44
batch_test_1389,0.6357601728759653,1.875,1.342,0.696,6.04,15.35
batch_test_9006,0.6357537060429025,2.175,1.531,0.813,10.08,22.08
batch_test_406,0.6357320147059439,1.589,1.146,0.702,7.02,17.15
batch_test_7877,0.6357154746357966,1.759,1.296,0.729,7.49,19.1
batch_test_2119,0.6357064606478378,1.96,1.359,0.73,7.57,16.04
